"No.","Rubro","Ejercicio","NOM_MUN","Inversión","Habitantes beneficiados","Obra"
"1000","Vialidades Urbanas",2022,"San Agustín Metzquititlán",997386.88,617,"Construcción de pavimento de concreto hidráulico en la comunidad de San Nicolás Atecoxco; municipio de San Agustín Metzquititlán"
"1001","Infraestructura Hídrica",2022,"San Agustín Metzquititlán",1965480.7,102,"Construcción de sistema integral de agua potable San Agustín Metzquititlán; etapa dos de seis."
"1002","Infraestructura Hídrica",2023,"San Agustín Metzquititlán",793837.03,838,"Construcción de tanque de agua potable en San Agustín Metzquititlán"
"1003","Infraestructura Hídrica",2024,"San Agustín Metzquititlán",3230750.4636,NA,"Construcción de sistema integral de agua potable San Agustín Metzquititlán. (Apartadero y La Cañada de Agua Bendita) Etapa cuatro de seis"
"1004","Infraestructura Carretera",2024,"San Agustín Metzquititlán",8228566.46,838,"Reconstrucción de la C.E. Tuzanapa - C.E. El Enzuelado Carpinteros; San Agustín Metzquititlán"
"1005","Infraestructura Carretera",2023,"San Agustín Metzquititlán",16197325.98,1671,"Reconstrucción de la C.E. Enzuelado - Carpinteros (Segunda Etapa)"
"1006","Infraestructura Hídrica",2023,"San Agustín Tlaxiaca",18370444.07,41,"Ampliación de la planta de tratamiento de aguas residuales solares"
"1007","Espacios Públicos",2022,"San Agustín Tlaxiaca",3236793.55,NA,"Gestoría y acometida para la sustitución y ampliación del Hospital General de Pachuca; (servicios generales)"
"1008","Infraestructura Hídrica",2024,"San Agustín Tlaxiaca",3094002.65473165,NA,"Telemetría y control en zona de cobertura de la CAASIM"
"1009","Vialidades Urbanas",2023,"San Agustín Tlaxiaca",523600.8,NA,"Construcción de empedrado Av. de Las Rosas; municipio de San Agustín Tlaxiaca"
"1010","Espacios Públicos",2022,"San Agustín Tlaxiaca",3694994.64,NA,"Gestoría y acometida para la sustitución y ampliación del Hospital General de Pachuca; (urgencias)"
"1011","Espacios Públicos",2023,"San Agustín Tlaxiaca",26597139.89,NA,"Laboratorio de Control de Calidad y Análisis de Materiales"
"1012","Infraestructura Hídrica",2024,"San Agustín Tlaxiaca",4229472.49,141,"Perforación de pozo para agua potable Temoaya en Guadalupe Victoria (Colonia)"
"1013","Vialidades Urbanas",2023,"San Agustín Tlaxiaca",6590648.69,2543,"Reconstrucción de pavimentación asfáltica en calle Francisco Javier Mina; en la localidad de Ixcuinquitlapilco; en el municipio de San Agustín Tlaxiaca."
"1014","Infraestructura Hídrica",2022,"San Agustín Tlaxiaca",117280.941651678,NA,"Inversión de 2 mdp en la adquisición de equipamiento a las plantas de tratamiento de aguas residuales Matilde; Providencia y Solares."
"1015","Espacios Públicos",2023,"San Agustín Tlaxiaca",9190167,12328,"Rehabilitación de luminarias en el DESCTI."
"1016","Espacios Públicos",2023,"San Agustín Tlaxiaca",8994725.57,NA,"Ampliación del Centro de Identificación Humana para el Resguardo Temporal de Hidalgo."
"1017","Vialidades Urbanas",2025,"San Agustín Tlaxiaca",27413944.24,NA,"Reconstrucción de pavimentación asfáltica de Av. Principal de acceso a la comunidad de Tornacuxtla; en el municipio de San Agustín Tlaxiaca"
"1018","Infraestructura Hídrica",2022,"San Agustín Tlaxiaca",301318.967274327,NA,"Inversión de 6.3 mdp se llevó a cabo la reparación y mantenimiento de equipos de bombeo; para el abastecimiento de agua potable de los 15 municipios que presta el servicio CAASIM"
"1019","Infraestructura Hídrica",2024,"San Agustín Tlaxiaca",649352.063889556,NA,"Adquisición de equipos de bombeo para la zona de influencia de la CAASIM."
"1020","Espacios Públicos",2022,"San Agustín Tlaxiaca",6795824.16,NA,"Trabajos complementarios del nuevo Hospital General de Pachuca (cuarto hidráulico; gases medicinales; autoclaves; construcción de paso cubierto; rehabilitación del tanque regulador y zampeado de taludes)"
"1021","Infraestructura Carretera",2023,"San Agustín Tlaxiaca",5840877.1,NA,"Reconstrucción de pavimentación asfáltica en camino Benito Juárez - Llano Largo; municipio de San Agustín Tlaxiaca"
"1022","Espacios Públicos",2022,"San Agustín Tlaxiaca",1375012.02,NA,"Centro de identificación humana para resguardo temporal de Hidalgo (obra exterior)"
"1023","Espacios Públicos",2023,"San Agustín Tlaxiaca",2615816.7,NA,"Remodelación del inmueble ubicado en carretera Pachuca - Actopan sin número; colonia San Juan Tilcuautla; San Agustín Tlaxiaca; Hidalgo; para el mantenimiento integral complementario en la Ex Hacienda de La Concepción consistente en fachadas interiores y exteriores; impermeabilización de lozas y rehabilitación de cocina"
"1024","Vialidades Urbanas",2023,"San Agustín Tlaxiaca",4501686.84,6,"Rehabilitación asfáltica de la Av. Nicolas Bravo; Bo. Casa Grande en San Agustín Tlaxiaca"
"1025","Vialidades Urbanas",2023,"San Agustín Tlaxiaca",499897.35,NA,"Construcción de retorno en vialidad; Hospital General de Pachuca; en el municipio de San Agustín Tlaxiaca."
"1026","Infraestructura Carretera",2023,"San Agustín Tlaxiaca",37221138.58,3070,"Modernización de camino de acceso a Tilcuautla; en los municipios de Pachuca de Soto y San Agustín Tlaxiaca."
"1027","Espacios Públicos",2024,"San Agustín Tlaxiaca",1038444.04,NA,"Barda perimetral del centro de identificación humana y resguardo temporal de Hidalgo"
"1028","Vialidades Urbanas",2023,"San Agustín Tlaxiaca",7317898.27,NA,"Reconstrucción de pavimentación asfáltica en avenida Emilio Carranza; Sector Huizache; San Agustín Tlaxiaca"
"1029","Espacios Públicos",2024,"San Agustín Tlaxiaca",2985598.28570822,NA,"Rehabilitación de la imagen urbana de la vialidad Pachuca - Actopan y Boulevard de acceso a la Concepción;           comunidad de Tilcuautla; en los municipios de Pachuca y San Agustín Tlaxiaca."
"1030","Espacios Públicos",2025,"San Agustín Tlaxiaca",61487788.21,NA,"Construcción de las oficinas de la DGCCE; Centro Estatal de Maquinaria y Laboratorio SIPDUS; en el municipio de San Agustín Tlaxiaca"
"1031","Infraestructura Hídrica",2024,"San Agustín Tlaxiaca",633629.658246059,NA,"Contrucción; ampliación y rehabilitación de obra civil; en la zona de influencia de la CAASIM en los bienes inmuebles no propiedad de la CAASIM-2024"
"1032","Infraestructura Hídrica",2022,"San Agustín Tlaxiaca",980467.03,1762,"Equipamiento y cercado perimetral de pozo La Vega; San Juan Solis"
"1033","Infraestructura Carretera",2024,"San Agustín Tlaxiaca",7989200,3070,"Reconstrucción asfáltica Paseo de Los Solares (dos cuerpos); municipio de San Agustín Tlaxiaca"
"1034","Espacios Públicos",2024,"San Agustín Tlaxiaca",7199983.36,NA,"Mantenimiento integral de instalaciones eléctricas e instalación de circuito de seguridad en Ex-Hacienda la Concepción_2024."
"1035","Espacios Públicos",2022,"San Agustín Tlaxiaca",1567588.96,3070,"Contratación de trabajos para la sustitución de aplanado de muros internos; rehabilitación de instalaciones hidrosanitarias; sustitución de techumbres; mantenimiento eléctrico y de pisos en el inmueble que ocupa la Ex Hacienda la Concepción"
"1036","Espacios Públicos",2024,"San Agustín Tlaxiaca",9680770,NA,"Construcción de estacionamiento para las oficinas centrales de la Secretaría de Contraloría"
"1037","Infraestructura Carretera",2023,"San Agustín Tlaxiaca",5894381,NA,"Rehabilitación camino rural Tilcuautla - entronque carretero Benito Juárez San José Capulines; municipio de San Agustín Tlaxiaca"
"1038","Espacios Públicos",2025,"San Agustín Tlaxiaca",3e+07,3070,"Infraestructura exterior del complejo Hidalgo Honesto"
"1039","Espacios Públicos",2024,"San Agustín Tlaxiaca",53167850.48,NA,"Construcción de las oficinas centrales de la Secretaría de Contraloría."
"1040","Infraestructura Carretera",2023,"San Agustín Tlaxiaca",17932074.65,8372,"Reconstrucción de la C.E. Tecamatl (San Agustin Tlaxiaca) - Ajacuba."
"1041","Espacios Públicos",2023,"San Agustín Tlaxiaca",12686314.94,NA,"Dictaminación y proyectos complementarios de la obra sustitución y ampliación del Hospital General de Pachuca"
"1042","Infraestructura Hídrica",2023,"San Agustín Tlaxiaca",3172730.37,1762,"Construcción de línea de conducción de agua potable en San Juan Solís; San Agustín Tlaxiaca"
"1043","Espacios Públicos",2024,"San Agustín Tlaxiaca",8146985.3,17,"Rehabilitación Laboratorio Estatal de salud del Estado de Hidalgo"
"1044","Vialidades Urbanas",2024,"San Agustín Tlaxiaca",5894584.97,NA,"Pavimentación de concreto hidráulico en calle Teodora Cerón; Barrio Huizache; municipio de San Agustín Tlaxiaca"
"1045","Espacios Públicos",2024,"San Agustín Tlaxiaca",13675956.22,12328,"Construcción de acceso a la unidad deportiva y ciclovía; en el municipio de San Agustín Tlaxiaca"
"1046","Infraestructura Carretera",2022,"San Agustín Tlaxiaca",14844413.38,12328,"Reconstrucción de la carretera estatal Tecamatl - Ajacuba; municipios de San Agustín Tlaxiaca y Ajacuba"
"1047","Espacios Públicos",2024,"San Agustín Tlaxiaca",5861905.84,NA,"Segunda etapa de la ampliación del Centro de Identificación Humana para el Resguardo Temporal de Hidalgo 2024"
"1048","Espacios Públicos",2024,"San Agustín Tlaxiaca",5794576.26,NA,"Laboratorio de Control de Calidad y Análisis de Materiales (Segunda Etapa)"
"1049","Vivienda Asequible",2022,"San Bartolo Tutotepec",4452272.62,176,"Construcción de Cuarto Dormitorio; en el municipio de San Bartolo Tutotepec"
"1050","Infraestructura Carretera",2024,"San Bartolo Tutotepec",14474153.01,NA,"Reconstrucción de la C.E. San Bartolo - San Miguel; municipio de San Bartolo Tutotepec"
"1051","Vivienda Asequible",2023,"San Bartolo Tutotepec",3892678.18,NA,"Construcción de 30 cuartos dormitorio en el municipio de San Bartolo Tutotepec y Tenango de Doria"
"1052","Infraestructura Carretera",2023,"San Bartolo Tutotepec",49023183.26,3352,"Reconstrucción C.E. Santa María Temaxcalapa - San Bartolo Tutotepec."
"1053","Vivienda Asequible",2022,"San Bartolo Tutotepec",1025789.95,NA,"Construcción de cuarto dormitorio; en el municipio de San Bartolo Tutotepec"
"1054","Vivienda Asequible",2024,"San Bartolo Tutotepec",4488446.89,NA,"Construcción de cuartos dormitorios en el municipio de San Bartolo Tutotepec"
"1055","Infraestructura Carretera",2025,"San Bartolo Tutotepec",1.1e+07,NA,"Obra complementaria para la construcción de puente en camino de acceso principal a la localidad El Piñal; San Bartolo Tutotepec"
"1056","Infraestructura Carretera",2024,"San Bartolo Tutotepec",2961083.5,84,"Construcción de superestructura para puente en camino de acceso principal a la localidad El Piñal; San Bartolo Tutotepec"
"1057","Espacios Públicos",2024,"San Bartolo Tutotepec",9450675.96,2764,"Obra complementaria para la rehabilitación de la unidad deportiva de San Bartolo Tutotepec."
"1058","Infraestructura Carretera",2024,"San Bartolo Tutotepec",19848653.2,605,"Construcción de pavimentación hidráulica Santiago - La Cumbre de Muridores; municipio de San Bartolo Tutotepec"
"1059","Infraestructura Carretera",2025,"San Bartolo Tutotepec",2e+07,NA,"Reconstrucción de la C.E. San Bartolo - San Miguel (segunda etapa); municipio de San Bartolo Tutotepec"
"1060","Infraestructura Hídrica",2023,"San Bartolo Tutotepec",7691446.13,84,"Construcción de drenaje pluvial (alcantarilla tipo bóveda) en Camino de Acceso principal a la Localidad El Piñal; San Bartolo Tutotepec."
"1061","Espacios Públicos",2023,"San Bartolo Tutotepec",8540661.48,2568,"Remodelación Unidad Deportiva San Bartolo; en el municipio de San Bartolo Tutotepec."
"1062","Infraestructura Carretera",2024,"San Felipe Orizatlán",8616810.75,263,"Rehabilitación del C.R. Hueytlale - Petlácatl Comunal - Zacapilol; municipio de San Felipe Orizatlán"
"1063","Infraestructura Carretera",2023,"San Felipe Orizatlán",5864319.99,1085,"Construcción del camino Santa Ana - La Labor"
"1064","Infraestructura Carretera",2023,"San Felipe Orizatlán",8948717.17,375,"Rehabilitación del tramo: Nexpa-Monte Grande; del km 0+000 al km 12+700; en el municipio de San Felipe Orizatlán."
"1065","Espacios Públicos",2024,"San Felipe Orizatlán",1089052.46,188,"Rehabilitación de CGI de San Felipe Orizatlán."
"1066","Infraestructura Carretera",2023,"San Felipe Orizatlán",20636843.8,1437,"Modernización del camino rural de Talapiz a Talol; tramo: del Km. 8+400 al Km. 10+600; en el municipio de San Felipe Orizatlán"
"1067","Infraestructura Carretera",2023,"San Felipe Orizatlán",36338660.96,1487,"Reconstrucción de la C.E. Piedra Hincada - Las Piedras; en el Municipio de San Felipe Orizatlán."
"1068","Vivienda Asequible",2022,"San Felipe Orizatlán",2082510.92780769,NA,"Construcción de 40 cuartos dormitorio en los municipios de San Felipe Orizatlán; Tepehuacán de Guerrero y Huazalingo"
"1069","Infraestructura Carretera",2023,"San Felipe Orizatlán",4474792.25,1721,"Construye Tu Camino del acceso a Santa Rosa Tetlama E.C. San Felipe Orizatlán - Huejutla; en el municipio de San Felipe Orizatlán"
"1070","Espacios Públicos",2022,"San Felipe Orizatlán",693252.28,6124,"3era etapa de Construcción de Centro Gerontológico Integral de San Felipe Orizatlán"
"1071","Vivienda Asequible",2022,"San Felipe Orizatlán",3469909.71,NA,"Construcción de cuarto dormitorio; en el municipio de San Felipe Orizatlán"
"1072","Infraestructura Carretera",2024,"San Felipe Orizatlán",1728995.1,NA,"Rehabilitación de camino de Coacuilco a Pochotitla a Ahuimol; del Km 0.000 al Km 1.310; en el municipio de San Felipe Orizatlán."
"1073","Infraestructura Hídrica",2022,"San Felipe Orizatlán",595464.661829179,NA,"Acciones de desinfección del agua: 379 filtro purificador microbiológico de agua para beber."
"1074","Infraestructura Carretera",2023,"San Felipe Orizatlán",20760788.2,433,"Pavimentación del camino rural Teoxtitla - San Felipe; en el municipio de San Felipe Orizatlán."
"1075","Vialidades Urbanas",2023,"San Felipe Orizatlán",6770542.33,4137,"Construcción de pavimentación hidráulica; en acceso a Universidad del Bienestar; municipio de San Felipe Orizatlán"
"1076","Infraestructura Carretera",2024,"San Felipe Orizatlán",3261982.73,318,"Rehabilitación del C.R. Tultitlán - E.C. (San Felipe-Tamazunchale); municipio de San Felipe Orizatlán."
"1077","Infraestructura Carretera",2024,"San Felipe Orizatlán",1806697.76,410,"Rehabilitación de camino Texcatla a límites del estado S.L.P.; del km 0.000 al km 2.000; en el municipio de San Felipe Orizatlán."
"1078","Infraestructura Hídrica",2022,"San Salvador",3085777.8,3607,"Construcción de sistema de agua potable San Antonio Zaragoza; Poxindeje de Morelos y Bocaja; municipio de San Salvador; estado de Hidalgo; etapa una de dos."
"1079","Vialidades Urbanas",2024,"San Salvador",3018594.78,1107,"Construcción de pavimento asfáltico en calle Caxpojay; en el municipio de San Salvador"
"1080","Infraestructura Carretera",2023,"San Salvador",2163011.28,265,"Construcción de pavimentación asfáltico en San Salvador localidad San Antonio Abad camino por El Canal."
"1081","Infraestructura Hídrica",2023,"San Salvador",3497554.43,230,"Terminación de perforación de pozo para agua potable para la localidad de Cerro Blanco; San Salvador"
"1082","Vialidades Urbanas",2024,"San Salvador",4649629.48,1162,"Construcción de pavimentación asfáltica en camino sin nombre; localidad El Olvera; municipio de San Salvador"
"1083","Vialidades Urbanas",2022,"San Salvador",998095.44,NA,"Pavimentación asfáltica Avenida Benito Juárez; Xuchitlán; municipio de San Salvador"
"1084","Infraestructura Hídrica",2024,"San Salvador",1997680.78504,904,"Sustitución de líneas de condcción y alimentación de agua potable; en la localidad de Xuchitlán; municipio de San Salvador; Hgo.; (Terminación)"
"1085","Infraestructura Hídrica",2023,"San Salvador",5141141.37,904,"Sustitución de líneas de conducción y alimentación de agua potable; en la localidad de Xuchitlán;"
"1086","Vialidades Urbanas",2023,"San Salvador",1138942.86,483,"Pavimentación asfáltica de la calle Niños Héroes en la localidad El Mothé en el municipio de San Salvador."
"1087","Infraestructura Carretera",2022,"San Salvador",996360.38,1107,"Pavimentación asfáltica Donghu; Cerro Blanco; municipio de San Salvador"
"1088","Infraestructura Carretera",2023,"San Salvador",8315203.22,1107,"Reconstrucción de carpeta asfáltica de la Carretera San Salvador-San Miguel Acambay; municipio de San Salvador"
"1089","Vialidades Urbanas",2024,"San Salvador",2467429.14,187,"Construcción de Pavimentación asfáltica en calle Pedro María Anaya; en la localidad de La Palma; municipio de San Salvador"
"1090","Infraestructura Hídrica",2022,"San Salvador",8943114.11,904,"Eficientización de la Energía para el Bombeo de Agua en Pozos de Uso Público Urbano a través de Sistemas Fotovoltaicos; para el Sistema de Agua Potable en Xuchitlán; municipio de San Salvador"
