"No.","Rubro","Ejercicio","NOM_MUN","Inversión","Habitantes beneficiados","Obra"
"838","Espacios Públicos",2024,"Pachuca de Soto",10937970.6,NA,"Construcción del nuevo Centro Regional de Atención al Contribuyente de Hidalgo; en el municipio de Pachuca de Soto ."
"839","Vialidades Urbanas",2024,"Pachuca de Soto",3006624.4,NA,"Rehabilitación de Calle Prolongación Santiago; Barrio La Alcantarilla; en el municipio de Pachuca de Soto"
"840","Vialidades Urbanas",2024,"Pachuca de Soto",3542581.88,NA,"Rehabilitación de callejón Rafael Lavista; San Clemente- Patoni; municipio de Pachuca de Soto"
"841","Infraestructura Hídrica",2024,"Pachuca de Soto",42854334.85,NA,"Construcción del dren pluvial Norponiente; en el municipio de Pachuca de Soto."
"842","Espacios Públicos",2024,"Pachuca de Soto",6997273.69,NA,"Edificación de Oficinas Administrativas de la Policía Industrial Bancaria del Estado de Hidalgo"
"843","Vialidades Urbanas",2024,"Pachuca de Soto",9213750.68,NA,"Rehabilitación de Calle Nevado de Popocatépetl; Col. San Cayetano; municipio de Pachuca de Soto"
"844","Espacios Públicos",2024,"Pachuca de Soto",2981635.72,NA,"Rehabilitación y mantenimiento del Centro de las Artes de Hidalgo 2da. etapa"
"845","Espacios Públicos",2025,"Pachuca de Soto",2.9e+09,297848,"Centro Administrativo y de Servicios para el Pueblo (CASP); en el municipio de Pachuca de Soto"
"846","Vialidades Urbanas",2023,"Pachuca de Soto",1508854.87,NA,"Rehabilitación de Carpeta Asfáltica en la Calle Felipe Angeles; en la Colonia Periodistas; en el Municipio de Pachuca.."
"847","Espacios Públicos",2025,"Pachuca de Soto",176361.47,NA,"Cercado perimetral de la granja interactiva granjaaventura."
"848","Vialidades Urbanas",2025,"Pachuca de Soto",13709282.04,NA,"Reconstrucción de concreto hidráulico en calle prolongación Av. Javier Rojo Gómez; San Cayetano; municipio de Pachuca de Soto"
"849","Espacios Públicos",2022,"Pachuca de Soto",3658262.8,48,"Mejoramiento del Módulo de Medidas Especiales"
"850","Infraestructura Hídrica",2022,"Pachuca de Soto",3691385.19,297848,"Colector pluvial Ferrocarril Central - Dren Santa Julia; municipio de Pachuca de Soto"
"851","Infraestructura Hídrica",2023,"Pachuca de Soto",3837089.46,NA,"Sustitución de red de alcantarillado sanitario; Colonias San Bartolo; tramo Prlolongación Yucatán - Calzada Veracruz; municipio de Pachuca de Soto;Hgo."
"852","Infraestructura Hídrica",2023,"Pachuca de Soto",5263119.8,NA,"Sustitución de red de alcantarillado sanitario en calles San Gabriel; Prolongación Sonora y Santa Catalina; colonia San Bartolo; municipio de Pachuca de Soto; Hgo."
"853","Infraestructura Hídrica",2023,"Pachuca de Soto",31702926.43,297848,"Construcción del colector pluvial circuito Nuevo Pachuca; Col. Juan C. Doria"
"854","Infraestructura Hídrica",2023,"Pachuca de Soto",78016684.52,NA,"Construcción del dren pluvial Nopancalco - Tezontle"
"855","Infraestructura Carretera",2025,"Pachuca de Soto",23420634.0700004,NA,"Pavimentación de concreto hidráulico en la Av. Universidad: tramo Av. Francisco I. Madero - Viaducto Javier Rojo Gómez; municipio de Pachuca de Soto"
"856","Vialidades Urbanas",2024,"Pachuca de Soto",11711263.3,NA,"Rehabilitación de Calle 14 de febrero; Col. San Antonio El Desmonte; municipio de Pachuca de Soto"
"857","Infraestructura Hídrica",2025,"Pachuca de Soto",7.8e+07,NA,"Terminación de la Construcción del Dren Pluvial San Antonio - Rio de Las Avenidas; en los municipios de Pachuca de Soto y Mineral de la Reforma"
"858","Infraestructura Hídrica",2025,"Pachuca de Soto",6e+07,NA,"Terminación de la Construcción del Dren pluvial Norponiente; en el municipio de Pachuca de Soto"
"859","Vivienda Asequible",2024,"Pachuca de Soto",132380.81,NA,"Construcción de cuartos dormitorios en el municipio de Pachuca de Soto"
"860","Infraestructura Hídrica",2025,"Pachuca de Soto",10000000.01,NA,"Sustitución de medio filtrante y gravas en Planta Potabilizadora San Juan."
"861","Vialidades Urbanas",2024,"Pachuca de Soto",16356187.17,NA,"Rehabilitación de la Av. Solidaridad del km 0+000 al km 0+900; en el municipio de Pachuca de Soto"
"862","Infraestructura Hídrica",2024,"Pachuca de Soto",2668000,83,"Sustitución de la línea sanitaria Boulevard Real de Zimapán; Fracc. La Herradura - Pitahayas"
"863","Espacios Públicos",2024,"Pachuca de Soto",663917.18,NA,"Mejoramiento del Centro Estatal de Evaluación y Control de Confianza"
"864","Vialidades Urbanas",2023,"Pachuca de Soto",4840263.41,297848,"Reconstrucción de pavimentación calle 18 de Julio; San Pedro Nopancalco; Pachuca de Soto; en el municipio de Pachuca de Soto"
"865","Vialidades Urbanas",2024,"Pachuca de Soto",10262895.56,776,"Rehabilitación de Calle Flor de Alhelí en la localidad de Santa Gertrudis; en el municipio de Pachuca de Soto"
"866","Vialidades Urbanas",2023,"Pachuca de Soto",7655873.58,4712,"Rehabilitación de Av. Miguel Hidalgo en la localidad de Tlapacoya; municipio de Pachuca de Soto"
"867","Infraestructura Hídrica",2024,"Pachuca de Soto",409248,4712,"Sustitución de línea generales de alcantarillado sanitario; calle Roble comunidad Tlapacoya; con una longitud de 280 metros lineales con un diámetro de 8 pulgadas"
"868","Infraestructura Hídrica",2023,"Pachuca de Soto",8492998.46,NA,"Reposición de pavimento asfáltico en el Municipio de Pachuca de Soto; Mineral de la Reforma y su zona de influencia de la CAASIM"
"869","Espacios Públicos",2023,"Pachuca de Soto",11124708.97,NA,"Construcción de dormitorios Cereso Módulo 2; Pachuca de Soto; Hgo."
"870","Vialidades Urbanas",2023,"Pachuca de Soto",1972801,NA,"Reconstrucción de pavimento en calle Francisco Villa; colonia Felipe Ángeles; Pachuca; Hgo."
"871","Vialidades Urbanas",2023,"Pachuca de Soto",1007674.91,NA,"Construcción de pavimentación en calle Topacio; colonia Punta Kristal; Pachuca; Hgo."
"872","Vialidades Urbanas",2024,"Pachuca de Soto",6437578.42,NA,"Construcción de pavimentación concreto hidráulico en calle Ejido 10; Matilde; municipio de Pachuca de Soto"
"873","Vialidades Urbanas",2024,"Pachuca de Soto",2898856.44,NA,"Reconstrucción asfáltica de Circuito Calle 14 y Calle 15; en la Col. Piracantos; Tercera Sección; en el municipio de Pachuca de Soto"
"874","Espacios Públicos",2024,"Pachuca de Soto",4270310.31,NA,"Rehabilitación de las instalaciones de Radio y Televisión de Hidalgo ubicadas en el municipio de Pachuca"
"875","Infraestructura Hídrica",2023,"Pachuca de Soto",8831238.21,NA,"Adquisición de 3 carros cisterna con tanque en acero inoxidable de 10m3 de capacidad."
"876","Espacios Públicos",2024,"Pachuca de Soto",8324393.57,NA,"Rehabilitación y mejoramiento de la imagen urbana de avenida Álamo del 0+000 al Km 1+020; El Tezontle; municipio de Pachuca de Soto."
"877","Espacios Públicos",2024,"Pachuca de Soto",2979540.72,NA,"Rehabilitación de obra interior y exterior en el Cuartel Cubitos; en el municipio de Pachuca de Soto."
"878","Infraestructura Hídrica",2024,"Pachuca de Soto",669900,NA,"Sustitución de línea Sanitarias Calle Gral. Iganacio Mejía; Col. Periodista; Tramo Ríos de las Avenidas a Felipe Ángeles"
"879","Infraestructura Hídrica",2024,"Pachuca de Soto",13417400.05,NA,"Actualización del Proyecto Ejecutivo del Sistema Integral de Saneamiento en la Zona Metropolitana de Pachuca de Soto; Hidalgo."
"880","Espacios Públicos",2024,"Pachuca de Soto",3065409.13,NA,"Alumbrado público ciclovia Colosio- -Río de las Avenidas - Rojo Gómez en el municipio de Pachuca de Soto"
"881","Vialidades Urbanas",2023,"Pachuca de Soto",2905602.63,NA,"Rehabilitación de calle principal; colonia El Arbolito; en el municipio de Pachuca de Soto."
"882","Vialidades Urbanas",2023,"Pachuca de Soto",5784005.68,NA,"Pavimentación de concreto hidráulico en calle Pedro Escobedo del km. 0+000 al km. 0+500 en colonia Barrio El Lobo; municipio de Pachuca de Soto; Hidalgo."
"883","Espacios Públicos",2024,"Pachuca de Soto",5972805.36,NA,"Centro de adiestramiento canino."
"884","Vialidades Urbanas",2023,"Pachuca de Soto",1357560.41,NA,"Pavimentación hidráulica en la calle 9 en la Colonia Parque de Poblamiento; en el Municipio de Pachuca."
"885","Vialidades Urbanas",2023,"Pachuca de Soto",849758.94,NA,"Construcción de pavimento de concreto hidráulico; banquetas y guarniciones en las Calles Campo de Tiro y Alfonso Corona del Rosal; en el Municipio de Pachuca."
"886","Infraestructura Carretera",2023,"Pachuca de Soto",1634689.96,NA,"Rehabilitación de Carpeta Asfáltica en el Blvd. Everardo Márquez; en la Colonia Periodistas; en el Municipio de Pachuca"
"887","Vialidades Urbanas",2023,"Pachuca de Soto",5809578.14,9,"Pavimentación de Calzada Veracruz a San Bartolo; en la localidad de San Bartolo; en el municipio de Pachuca de Soto."
"888","Infraestructura Carretera",2023,"Pachuca de Soto",33287521.73,3294,"Construcción del Boulevard de acceso al Huixmi; en el municipio de Pachuca de Soto"
"889","Vialidades Urbanas",2023,"Pachuca de Soto",1358716.82,NA,"Pavimentación Hidráulica en la Calle Andador 1-A Manzana M en el Fraccionamiento Plutarco Elías Calles; en el Municipio de Pachuca."
"890","Vialidades Urbanas",2023,"Pachuca de Soto",13816996.37,NA,"Rehabilitación de pavimento asfáltico; Av. Universidad - Entronque Blvd. Colosio"
"891","Vialidades Urbanas",2022,"Pachuca de Soto",966106.45,NA,"Pavimentación hidráulica en calle Justo Sierra; colonia San Antonio el Desmonte; municipio de Pachuca de Soto"
"892","Vialidades Urbanas",2022,"Pachuca de Soto",311850.35,NA,"Construcción de pavimentación de concreto asfáltico en calle Otilio Vargas del fraccionamiento Juan C. Doria; municipio de Pachuca de Soto"
"893","Vialidades Urbanas",2022,"Pachuca de Soto",668170.3,NA,"Pavimentación hidráulica de calle Chapultepec; colonia ampliación San Antonio; municipio de Pachuca de Soto"
"894","Vialidades Urbanas",2022,"Pachuca de Soto",409190.92,NA,"Construcción de pavimento de concreto asfáltico en calle Santa María Regla; del fraccionamiento Juan C. Doria; municipio de Pachuca de Soto"
"895","Infraestructura Hídrica",2023,"Pachuca de Soto",73320199.89,NA,"Rehabilitación del dren pluvial Las Torres"
"896","Infraestructura Carretera",2025,"Pachuca de Soto",2.4e+07,NA,"Pavimentación con concreto hidráulico Boulevard Everardo Marquez del km 0+000 al 5+800 de Puente Tuzos - Río de la Avenidas (Dos cuerpos); en el municipio de Pachuca de Soto"
"897","Espacios Públicos",2022,"Pachuca de Soto",344855.22,NA,"Trabajos de acabados en el Centro Estatal de Justicia Alternativa"
"898","Infraestructura Hídrica",2022,"Pachuca de Soto",2435367.88208856,NA,"Inversión de 6.3 mdp se llevó a cabo la reparación y mantenimiento de equipos de bombeo; para el abastecimiento de agua potable de los 15 municipios que presta el servicio CAASIM"
"899","Vialidades Urbanas",2023,"Pachuca de Soto",2422257.71,NA,"Rehabilitación de Av. Ayuntamiento en fraccionamiento Colosio; municipio de Pachuca de Soto"
"900","Infraestructura Carretera",2023,"Pachuca de Soto",13294254.15,NA,"Rehabilitación de pavimento asfáltico; Boulevard Nuevo Hidalgo tramo Blvd. Rojo Gómez - Blvd. Colosio"
"901","Infraestructura Hídrica",2024,"Pachuca de Soto",68484436.9,NA,"Construcción del Dren Pluvial San Antonio - Rio de Las Avenidas; en los municipios de Pachuca de Soto y Mineral de la Reforma."
"902","Espacios Públicos",2023,"Pachuca de Soto",60652922.69,NA,"Construcción de instalaciones de servicios básicos y terracerías para el Centro Cultural y Recreativo; del Parque Ben Gurión; en Pachuca de Soto; Hgo."
"903","Vialidades Urbanas",2024,"Pachuca de Soto",7282315.28,NA,"Rehabilitación de avenida Corona del Rosal; conjunto habitacional Juan C. Doria en el municipio de Pachuca de Soto"
"904","Vialidades Urbanas",2023,"Pachuca de Soto",5809440.35,NA,"Rehabilitación de calle Principal; en la colonia San Cayetano; en el municipio de Pachuca de Soto."
"905","Vialidades Urbanas",2023,"Pachuca de Soto",4839177.8,NA,"Rehabilitación de Circuito 11 de Julio; colonia 11 de Julio; en el municipio de Pachuca de Soto."
"906","Vialidades Urbanas",2023,"Pachuca de Soto",7409411.87,NA,"Reconstrucción de carpeta asfáltica Av. Ayuntamiento y Prolongación Ayuntamiento; en fraccionamiento Colosio; en el municipio de Pachuca de Soto."
"907","Infraestructura Hídrica",2023,"Pachuca de Soto",7e+06,NA,"Adquisición de grua con plataforma para operación en Pozo"
"908","Vialidades Urbanas",2023,"Pachuca de Soto",2906025.01,NA,"Pavimentación asfáltica en la localidad de San Miguel Cerezo;en el Municipio de Pachuca de Soto"
"909","Infraestructura Hídrica",2023,"Pachuca de Soto",1.2e+07,NA,"Mantenimiento de las Instalaciones del Pozo 2 las Garzas."
"910","Vialidades Urbanas",2023,"Pachuca de Soto",4928798.79,NA,"Rehabilitación de calle principal colonia Santa Julia; en el municipio de Pachuca de Soto"
"911","Vialidades Urbanas",2023,"Pachuca de Soto",2705701.14,NA,"Rehabilitación de carpeta asfáltica de 1.70 km de calle Plan de San Luis del km 0+000 al km. 1+700 en la col. 20 de Noviembre en el municipio de Pachuca de Soto"
"912","Infraestructura Hídrica",2022,"Pachuca de Soto",1339774.62,NA,"Inversión de 1.3 mdp en sustitución de línea de agua potable en calle Sonora; Colonia Nuevo San Bartolo del municipio de Pachuca."
"913","Vialidades Urbanas",2023,"Pachuca de Soto",2906072.3,NA,"Rehabilitación de calle principal; colonia Cubitos; en el municipio de Pachuca de Soto"
"914","Infraestructura Hídrica",2023,"Pachuca de Soto",17082020.42,NA,"Adquisión de grúa telescópica de 80 tolenadas; 49.5 metros 2881 kN-m"
"915","Vialidades Urbanas",2023,"Pachuca de Soto",9682650,NA,"Rehabilitación de acceso principal a colonia Loma Bonita; municipio de Pachuca de Soto."
"916","Vialidades Urbanas",2023,"Pachuca de Soto",5958000,NA,"Rehabilitación de calle principal en la colonia Real Toledo; municipio de Pachuca de Soto."
"917","Vialidades Urbanas",2023,"Pachuca de Soto",6773808.98,NA,"Rehabilitación de Av. Federalismo; colonia El Palmar; en el municipio de Pachuca de Soto."
"918","Vialidades Urbanas",2023,"Pachuca de Soto",9678130,NA,"Rehabilitación de Av. Principal; en la colonia Plutarco Elías Calles; en el municipio de Pachuca de Soto."
"919","Vialidades Urbanas",2023,"Pachuca de Soto",12500844.72,NA,"Reconstrucción del Boulevard Centenario de la Revolución de 1910; en el municipio de Pachuca de Soto."
"920","Infraestructura Hídrica",2024,"Pachuca de Soto",11020000,NA,"Obras emergentes de renovación de Infraestructura Sanitaria Red Barrios Altos"
"921","Infraestructura Hídrica",2024,"Pachuca de Soto",5500000,NA,"Adquisición de equipo séptico hidroneumático para aguas negras."
"922","Vialidades Urbanas",2023,"Pachuca de Soto",1211601.25,NA,"Construcción de pavimento de concreto hidráulico en Calle Valle de Cerato; en el municipio de Pachuca."
"923","Vialidades Urbanas",2023,"Pachuca de Soto",1101069,NA,"Construcción de Pavimento de Concreto Hidráulico en Calle Alfonso Corona del Rosal; en el Municipio de Pachuca."
"924","Infraestructura Hídrica",2023,"Pachuca de Soto",951000,NA,"Sustitución de red de distribución de agua potable de 4"" de diámetro en la calle Vicente Segura; Colonia Adolfo López Mateos; Pachuca de Soto; Hidalgo"
"925","Infraestructura Hídrica",2023,"Pachuca de Soto",15999880,NA,"Estudio de eficiencia energética; electromecánica y balance hidráulico de 52 pozos de extracción de agua potable en CAASIM;"
"926","Infraestructura Hídrica",2022,"Pachuca de Soto",1443156,NA,"Inversión de 1.4 mdp en mantenimiento y mejoramiento a planta potabilizadora San Juan."
"927","Infraestructura Hídrica",2023,"Pachuca de Soto",4634087.72,NA,"Sustitución de red de distribución en fraccionamiento Rancho La Colonia; Municipio de Pachuca Hidalgo"
"928","Vialidades Urbanas",2023,"Pachuca de Soto",420527.72,NA,"Pavimentación Hidráulica en la Calle 8 en la Colonia Parque de Poblamiento; en el Municipio de Pachuca."
"929","Vialidades Urbanas",2023,"Pachuca de Soto",7432300.66,NA,"Pavimentación y construcción de drenaje sanitario de Avenida Principal en colonia Ampliación El Palmar; municipio de Pachuca de Soto."
"930","Infraestructura Hídrica",2023,"Pachuca de Soto",2317414.3,NA,"Prendas de protección"
"931","Infraestructura Hídrica",2023,"Pachuca de Soto",2845354.65,NA,"Certificación de laboratorio CAASIM (1ra. Etapa)"
"932","Infraestructura Hídrica",2023,"Pachuca de Soto",3379209,NA,"Policía Hidríca de CAASIM"
"933","Infraestructura Hídrica",2022,"Pachuca de Soto",1963442.0748103,NA,"Inversión de 3 mdp en la adquisición de 5 equipos de bombeo de Tizayuca; Téllez y Pachuca."
"934","Vialidades Urbanas",2023,"Pachuca de Soto",4485745.94,NA,"Reconstrucción de carpeta asfáltica en calle General Nicolás Flores del km. 0+000 al km. 0+600 en la colonia Juan C. Doria; municipio de Pachuca de Soto"
"935","Vialidades Urbanas",2022,"Pachuca de Soto",1058183.27,NA,"Construcción de pavimentación de concreto asfáltico en calle San Miguel Regla del fraccionamiento Juan C. Doria; municipio de Pachuca de Soto"
"936","Espacios Públicos",2022,"Pachuca de Soto",1297153.54,NA,"Construcción del Centro Estatal de Justicia Alternativa (obra exterior)"
"937","Infraestructura Hídrica",2023,"Pachuca de Soto",1.4e+07,NA,"Programa de localizacion de fugas 1ra. Etapa vía satelital"
"938","Infraestructura Hídrica",2024,"Pachuca de Soto",6711889.29,NA,"Estudios y proyectos para la recarga artificial de acuíferos sobre explotados Cuautitlán-Pachuca  "
"939","Infraestructura Hídrica",2023,"Pachuca de Soto",1.7e+07,NA,"Adquisición de equipo hidroneumático de desazolve para la limpieza de alcantarillados por agua a presión y succión"
"940","Infraestructura Hídrica",2023,"Pachuca de Soto",21491999.97,NA,"Adquisición de variadores de velocidad para su integración al Sistema Telemetría y Control"
"941","Infraestructura Carretera",2023,"Pachuca de Soto",7030355.86,NA,"Rehabilitación de pavimento asfáltico; Antigua Carretera México - Pachuca; colonia Santa Julia"
"942","Infraestructura Hídrica",2024,"Pachuca de Soto",1388520,NA,"Sustitución de líneas generales de alcantarillado Sanitario Avenida Minería; Colonia Real de Minas; Pachuca de Soto .970 metros lineales en 12 pulgadas"
"943","Infraestructura Hídrica",2024,"Pachuca de Soto",548100,NA,"Sustición de líneas sanitarias calle Delegación Agraria; colonia Santa Julia"
"944","Infraestructura Hídrica",2024,"Pachuca de Soto",1556683.52,NA,"Sustitución de línea Sanitarias Calle Gómez Farías; Colonia Centro"
"945","Infraestructura Hídrica",2024,"Pachuca de Soto",1218000,NA,"Sustitución de línea Sanitarias Calle Fray Toralto; Boulevares de San Francisco"
"946","Infraestructura Hídrica",2023,"Pachuca de Soto",3855060.02,NA,"Adquisición de equipos de bombeo para pozos&#10;y plantas de bombeo."
"947","Infraestructura Hídrica",2024,"Pachuca de Soto",6999415.59,NA,"Adquisición de medidores para el sistema comercial de la CAASIM."
"948","Infraestructura Hídrica",2023,"Pachuca de Soto",8e+06,NA,"Adquisición de 3 carros cisterna con tanque en acero inoxidable de 10m3 de capacidad."
"949","Infraestructura Hídrica",2024,"Pachuca de Soto",2e+07,NA,"Adquisición de equipo de cómputo y servidores."
"950","Infraestructura Hídrica",2023,"Pachuca de Soto",882907.8,NA,"Sustitución de línea de distribución por gravedad de agua potable de 6"" de diámetro; sobre calle 1ro. de Mayo; tramo antigua carretera La Paz a calle Miguel Hidalgo y Costilla; colonia Venta Prieta; municipio de Pachuca de Soto; Hidalgo."
"951","Infraestructura Hídrica",2024,"Pachuca de Soto",19587491.39,NA,"Equipamiento para regulación de presiones y sectorización de red hidráulica en colonias con deficiencias."
"952","Infraestructura Hídrica",2024,"Pachuca de Soto",6416305.65,297848,"Sustitución de linea de conducción por bombeo de agua potable de 18 pulgadas de diametro; sobre Blvd. Santa Catarina; tramo: La Herradura-Tanque Nopalcalco; etapa 4 de 4 Municipio de Pachuca de Soto; Hgo."
"953","Infraestructura Carretera",2023,"Pachuca de Soto",43321171.73,NA,"Reconstrucción asfáltica y rehabilitación del Río de las Avenidas en el municipio de Pachuca de Soto"
"954","Vialidades Urbanas",2023,"Pachuca de Soto",4508958.66,NA,"Reconstrucción de concreto hidráulico de calle Canarios y calle 24 de Febrero; San Antonio el Desmonte; en el municipio de Pachuca de Soto"
"955","Infraestructura Hídrica",2022,"Pachuca de Soto",1424190,NA,"Inversión de 1.4 mdp en mantenimiento a planta de tratamiento de aguas residuales las Garzas"
"956","Infraestructura Hídrica",2023,"Pachuca de Soto",1452209.8,NA,"Uniformes personal CAASIM"
"957","Infraestructura Hídrica",2024,"Pachuca de Soto",3026129.6,NA,"Sustitución de línea de agua potable sobre calle Fernández de Lizardi; Colonia Nueva Francisco I. Madero."
"958","Vialidades Urbanas",2023,"Pachuca de Soto",2220438.81,NA,"Boulevard Minero (crucero semaforizado para acceso a Centro de Justicia); en el municipio de Pachuca de Soto"
"959","Infraestructura Hídrica",2024,"Pachuca de Soto",1650000.24,NA,"Adquisición de montacargas de 3000kg"
"960","Vialidades Urbanas",2022,"Pachuca de Soto",1335221.83,NA,"Pavimentación hidráulica de calle Santa Rosa; colonia San Cayetano; municipio de Pachuca de Soto"
"961","Infraestructura Hídrica",2024,"Pachuca de Soto",14982608.7,NA,"Adquisición de transformadores tipo seco y pedestal."
"962","Infraestructura Hídrica",2024,"Pachuca de Soto",6676345.13,NA,"Adquisición de grúa tipo Hiab"
"963","Infraestructura Hídrica",2024,"Pachuca de Soto",7201217.31,NA,"Sustitución de linea de conducción por bombeo de agua potable de 18 pulgadas de diametro; sobre Blvd. Santa Catarina; tramo: La Herradura-Tanque Nopalcalco; etapa 2 de 4 Municipio de Pachuca de Soto; Hgo."
"964","Infraestructura Hídrica",2023,"Pachuca de Soto",25500000,NA,"Programa de reparación de fugas 2da. Etapa (Contratista repara) Topos"
"965","Infraestructura Hídrica",2024,"Pachuca de Soto",2030978.25,NA,"Sustitución de red de alcantarillado sanitario; calle Fernández de Lizardi y calle Bugambilia; Colonia Nueva Francisco I. Madero "
"966","Infraestructura Hídrica",2024,"Pachuca de Soto",1074564.84,NA,"Equipamiento para el Seguimiento al Proceso Comercial"
"967","Infraestructura Hídrica",2024,"Pachuca de Soto",3008564.21,NA,"Sustitución de red de alcantarillado sanitario; calle Fernández de Lizardi y calle Norte 2; Colonia Nueva Francisco I. Madero "
"968","Infraestructura Hídrica",2024,"Pachuca de Soto",6770615.96,NA,"Adquisición de dos camiones cisterna de 10 m3 de capacidad"
"969","Infraestructura Hídrica",2024,"Pachuca de Soto",6669996.38,NA,"Sustitución de linea de conducción por bombeo de agua potable de 18 pulgadas de diametro; sobre Blvd. Santa Catarina; tramo: La Herradura-Tanque Nopalcalco; etapa 3 de 4 Municipio de Pachuca de Soto; Hgo."
"970","Infraestructura Hídrica",2024,"Pachuca de Soto",3428860.47,NA,"Sustitución de línea de agua potable sobre calle San Martín de Porres y Fray Juan de Zumarraga; Colonia Nueva Francisco I. Madero"
"971","Infraestructura Hídrica",2024,"Pachuca de Soto",7154637.56,NA,"Equipamiento de oficinas y actualización de equipo terrestre"
"972","Infraestructura Hídrica",2024,"Pachuca de Soto",6642044.39,NA,"Sustitución de linea de conducción por bombeo de agua potable de 18 pulgadas de diametro; sobre Blvd. Santa Catarina; tramo: La Herradura-Tanque Nopalcalco; etapa 1 de 4 Municipio de Pachuca de Soto; Hgo."
"973","Infraestructura Carretera",2024,"Pacula",7105879.16,NA,"Rehabilitación de pavimento en carretera principal de Pacula a la Estancia en tramos de las comunidades del Puerto Jilialpan a la Mohonera; municipio de Pacula."
"974","Vialidades Urbanas",2024,"Pacula",8480503.06,540,"Rehabilitación de pavimento de concreto hidráulico en calle de acceso principal en la localidad de Pacula; municipio de Pacula"
"975","Infraestructura Hídrica",2022,"Pacula",1024014.87,60,"Construcción de sanitario con biodigestor; en el municipio de Pacula"
"976","Infraestructura Hídrica",2023,"Pacula",14997000,NA,"Construcción de línea ""conducción"" para agua potable; derivación La Puerta-Jiliapan; Los Fresnos; Canoas y Jiliapan en el municipio de Pacula"
"977","Infraestructura Carretera",2023,"Pacula",6492769.57,497,"Pavimentación de Concreto Hidráulico en vía principal de acceso a la localidad de San Francisco."
"978","Infraestructura Hídrica",2022,"Pacula",73450.7485806126,NA,"Acciones de desinfección del agua: 379 filtro purificador microbiológico de agua para beber."
"979","Infraestructura Hídrica",2025,"Pacula",1e+07,NA,"Terminación de la construcción de línea ""Conducción"" para agua potable; derivación La Puerta-Jiliapan; Los Fresnos; Canoas y Jiliapan en el municipio de Pacula"
"980","Infraestructura Carretera",2024,"Pisaflores",3928301.05,NA,"Construcción de pavimento tramo Tripuente a Chalahuite; en el municipio de Pisaflores."
"981","Vivienda Asequible",2022,"Pisaflores",2881070.82,112,"Construcción de cuarto dormitorio; en el municipio de Pisaflores"
"982","Infraestructura Carretera",2024,"Pisaflores",3877614.82,712,"Construcción de pavimento tramo Rancho Nuevo a La Lomita; en el municipio de Pisaflores"
"983","Infraestructura Carretera",2023,"Pisaflores",516977.42,NA,"Construcción de muros de contención en el camino rural Pisaflores - El Nogal - La Minita; municipio de Pisaflores"
"984","Vialidades Urbanas",2023,"Pisaflores",1099780,562,"Pavimentación de concreto hidráulico de la Calle Principal; en la localidad de San Pedro Xochicuaco; en el municipio de Pisaflores."
"985","Infraestructura Carretera",2023,"Pisaflores",5146358.01,891,"Construcción de Pavimentación Hidráulica La Peña a Tlacuilola en el municipio de Pisaflores."
"986","Infraestructura Carretera",2023,"Pisaflores",4311996.15,967,"Modernización del camino El Rayo en el municipio de Pisaflores"
"987","Vivienda Asequible",2022,"Pisaflores",1014500.16,NA,"Construcción de Cuarto Dormitorio; en el municipio de Pisaflores"
"988","Vivienda Asequible",2023,"Pisaflores",1772310.78690001,NA,"Construcción de 30 cuartos dormitorio en el municipio de Pisaflores  y Chapulhuacán"
"989","Vialidades Urbanas",2023,"Pisaflores",1568931.49,776,"Pavimentación de concreto hidráulico en calle de la localidad La Gargantilla; en el municipio de Pisaflores."
"990","Infraestructura Hídrica",2022,"Pisaflores",289641.610293768,NA,"Acciones de desinfección del agua: 379 filtro purificador microbiológico de agua para beber."
"991","Vialidades Urbanas",2023,"Pisaflores",1068471.99,494,"Pavimentación de concreto hidráulico en la Calle Principal; en la localidad de La Escondida; en el municipio de Pisaflores."
"992","Infraestructura Carretera",2024,"Pisaflores",2717147.22,967,"Rehabilitación del C.R. El Rayo - Bonigú; municipio de Pisaflores"
"993","Infraestructura Hídrica",2024,"Progreso de Obregón",625459.439241375,0,"Actualización del proyecto ejecutivo para el saneamiento de los Ríos Tula y Salado; primera etapa"
"994","Vialidades Urbanas",2023,"Progreso de Obregón",7133700.27,17718,"Construcción de pavimentación de calle Felipe Ángeles a Hidroeléctrica Elba: Tramo 0+000 - 1+680"
"995","Vialidades Urbanas",2024,"Progreso de Obregón",9025731.51,229,"Pavimentación del acceso a la Col. La Peña; en la comunidad de El Jardin; municipio de Progreso de Obregón"
"996","Infraestructura Hídrica",2024,"Progreso de Obregón",465911.688985789,NA,"Construcción de cajas de válvulas y equipamiento para la macromedición en derivaciones de líneas de conducción; para las localidades de los Municipios de Mixquiahuala de Juárez y Progreso de Obregón."
"997","Infraestructura Hídrica",2023,"San Agustín Metzquititlán",5225630.5,102,"Construcción de sistema integral de agua potable San Agustín Metzquititlán; etapa tres de seis."
"998","Infraestructura Carretera",2022,"San Agustín Metzquititlán",46354033.18,195,"Reconstrucción de la carretera estatal Enzuelado - Carpinteros; municipio de San Agustín Mezquititlán"
"999","Infraestructura Carretera",2025,"San Agustín Metzquititlán",13342438.04,NA,"Pavimentación asfáltica del camino El Carrizo - La Peña - Veladero - Agua Bendita; en el municipio de San Agustín Metzquititlán"
