"ID"	"CVEGEO_MUN"	"NOM_MUN"	"Rubro"	"Inversión"	"Habitantes beneficiados"	"Ejercicio"	"Obra"	"tiene_geo"
648	13045	"Omitlán de Juárez"	"Infraestructura Hídrica"	11618365.86	NA	2024	"Perforación exploratoria y equipamiento de pozo profundo Rincón Chico, en el municipio de Omitlán de Juárez"	TRUE
649	13045	"Omitlán de Juárez"	"Vialidades Urbanas"	1922864.21	452	2023	"Pavimentación de Concreto Hidráulico tramo La Iglesia, en la localidad de Puentecillas; municipio de Omitlán de Juárez"	TRUE
650	13045	"Omitlán de Juárez"	"Infraestructura Hídrica"	11405040.15	433	2023	"Rehabilitación de línea de conducción de sistema de agua potable Morelos - Rincón Chico en el municipio de Omitlan de Juárez, Hidalgo."	TRUE
651	13045	"Omitlán de Juárez"	"Vialidades Urbanas"	970125.11	553	2023	"Pavimentación de concreto hidráulico tramo Velasco el Mirador; municipio de Omitlán de Juárez"	TRUE
652	13048	"Pachuca de Soto"	"Vialidades Urbanas"	5809578.14	9	2023	"Pavimentación de Calzada Veracruz a San Bartolo, en la localidad de San Bartolo; en el municipio de Pachuca de Soto."	TRUE
653	13048	"Pachuca de Soto"	"Infraestructura Carretera"	33287521.73	3294	2023	"Construcción del Boulevard de acceso al Huixmi, en el municipio de Pachuca de Soto"	TRUE
654	13048	"Pachuca de Soto"	"Espacios Públicos"	3658262.8	48	2022	"Mejoramiento del Módulo de Medidas Especiales"	TRUE
655	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	3691385.19	297848	2022	"Colector pluvial Ferrocarril Central - Dren Santa Julia, municipio de Pachuca de Soto"	TRUE
656	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	3837089.46	NA	2023	"Sustitución de red de alcantarillado sanitario, Colonias San Bartolo, tramo Prlolongación Yucatán - Calzada Veracruz, municipio de Pachuca de Soto,Hgo."	TRUE
657	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	5263119.8	NA	2023	"Sustitución de red de alcantarillado sanitario en calles San Gabriel, Prolongación Sonora y Santa Catalina, colonia San Bartolo, municipio de Pachuca de Soto, Hgo."	TRUE
658	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	31702926.43	297848	2023	"Construcción del colector pluvial circuito Nuevo Pachuca, Col. Juan C. Doria"	TRUE
659	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	78016684.52	NA	2023	"Construcción del dren pluvial Nopancalco - Tezontle"	TRUE
660	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	73320199.89	NA	2023	"Rehabilitación del dren pluvial Las Torres"	TRUE
661	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	882907.8	NA	2023	"Sustitución de línea de distribución por gravedad de agua potable de 6\" de diámetro, sobre calle 1ro. de Mayo, tramo antigua carretera La Paz a calle Miguel Hidalgo y Costilla, colonia Venta Prieta, municipio de Pachuca de Soto, Hidalgo."	TRUE
662	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	951000	NA	2023	"Sustitución de red de distribución de agua potable de 4\" de diámetro en la calle Vicente Segura, Colonia Adolfo López Mateos, Pachuca de Soto, Hidalgo"	TRUE
663	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	1339774.62	NA	2022	"Inversión de 1.3 mdp en sustitución de línea de agua potable en calle Sonora, Colonia Nuevo San Bartolo del municipio de Pachuca."	TRUE
664	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	1443156	NA	2022	"Inversión de 1.4 mdp en mantenimiento y mejoramiento a planta potabilizadora San Juan."	TRUE
665	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	4634087.72	NA	2023	"Sustitución de red de distribución en fraccionamiento Rancho La Colonia, Municipio de Pachuca Hidalgo"	TRUE
666	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	1424190	NA	2022	"Inversión de 1.4 mdp en mantenimiento a planta de tratamiento de aguas residuales las Garzas"	TRUE
667	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	1452209.8	NA	2023	"Uniformes personal CAASIM"	TRUE
668	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	2317414.3	NA	2023	"Prendas de protección"	TRUE
669	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	2845354.65	NA	2023	"Certificación de laboratorio CAASIM (1ra. Etapa)"	TRUE
670	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	3379209	NA	2023	"Policía Hidríca de CAASIM"	TRUE
671	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	3855060.02	NA	2023	"Adquisición de equipos de bombeo para pozos&#10;y plantas de bombeo."	TRUE
672	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	7e+06	NA	2023	"Adquisición de grua con plataforma para operación en Pozo"	TRUE
673	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	8e+06	NA	2023	"Adquisición de 3 carros cisterna con tanque en acero inoxidable de 10m3 de capacidad."	TRUE
674	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	1.2e+07	NA	2023	"Mantenimiento de las Instalaciones del Pozo 2 las Garzas."	TRUE
675	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	1.4e+07	NA	2023	"Programa de localizacion de fugas 1ra. Etapa vía satelital"	TRUE
676	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	15999880	NA	2023	"Estudio de eficiencia energética, electromecánica y balance hidráulico de 52 pozos de extracción de agua potable en CAASIM,"	TRUE
677	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	1.7e+07	NA	2023	"Adquisición de equipo hidroneumático de desazolve para la limpieza de alcantarillados por agua a presión y succión"	TRUE
678	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	21491999.97	NA	2023	"Adquisición de variadores de velocidad para su integración al Sistema Telemetría y Control"	TRUE
679	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	25500000	NA	2023	"Programa de reparación de fugas 2da. Etapa (Contratista repara) Topos"	TRUE
680	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	17082020.42	NA	2023	"Adquisión de grúa telescópica de 80 tolenadas, 49.5 metros 2881 kN-m"	TRUE
681	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	8831238.21	NA	2023	"Adquisición de 3 carros cisterna con tanque en acero inoxidable de 10m3 de capacidad."	TRUE
682	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	16179954.26	NA	2023	"Telemetría control y comunicación para tanques y rebombeos"	TRUE
683	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	13055790.8	NA	2023	"Proyecto de video vigilancia para estaciones y centros de control"	TRUE
684	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	39999625.48	NA	2023	"Servicio de mantenimiento a tanques de bombeo y rebombeo"	TRUE
685	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	4e+07	NA	2023	"Sistema de control Administrativo y Operativo de Agua CAASIM"	TRUE
686	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	16026816.28	NA	2023	"Perforación y equipamiento electromecánico en sustitución de pozo Zona Industrial La Paz (Pozo 2 Las Garzas), Municipio de Pachuca de Soto, Hidalgo."	TRUE
687	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	16510710.35	NA	2023	"Perforación y equipamiento electromecánico del pozo C. Doria Pachuca de Soto, Hidalgo"	TRUE
688	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	16626916.82	NA	2023	"Perforación y equipamiento electromecánico del pozo \"Colosio\" Pachuca de Soto, Hidalgo."	TRUE
689	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	4794321.86	NA	2022	"Inversión de 4.8 mdp en la rehabilitación mayor de 7 pozos profundos de la zona metropolitana de Pachuca."	TRUE
690	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	10609488.4	NA	2022	"Inversión de 10.6 mdp en la rehabilitación menor a 30 pozos de la zona metropolitana de Pachuca."	TRUE
691	13048	"Pachuca de Soto"	"Espacios Públicos"	1587720.33	NA	2023	"Mantenimiento correctivo de impermeabilización en Palacio de Gobierno del Estado de Hidalgo Pachuca de Soto Hgo."	TRUE
692	13048	"Pachuca de Soto"	"Espacios Públicos"	9678480.33	NA	2023	"Corredor Seguro de la Red Integrada de Transporte del Corredor Uno de la Zona Metropolitana de Pachuca"	TRUE
693	13048	"Pachuca de Soto"	"Espacios Públicos"	683652.87	NA	2023	"Ampliación de módulo de pesas y anexo a campo de tiro con arco en el Centro Deportivo Hidalguense y de Alto Rendimiento"	TRUE
694	13048	"Pachuca de Soto"	"Espacios Públicos"	967952.99	NA	2023	"Mantenimiento correctivo de impermeabilización en el inmueble de la Procuraduría General de Justicia del Estado de Hidalgo, ubicado en Pachuca de Soto Hgo."	TRUE
695	13048	"Pachuca de Soto"	"Espacios Públicos"	1452808.94	NA	2022	"Mejoramiento de la Base de Operaciones de Ixmiquilpan, Hgo. de la Secretaría de Seguridad Pública"	TRUE
696	13048	"Pachuca de Soto"	"Espacios Públicos"	1232011.98	NA	2022	"Mejoramiento de la Secretaría de Seguridad Pública"	TRUE
697	13048	"Pachuca de Soto"	"Espacios Públicos"	1296011.84	NA	2022	"Mejoramiento del Cuartel la Paz de la Secretaría de Seguridad Pública"	TRUE
698	13048	"Pachuca de Soto"	"Espacios Públicos"	784752.04	NA	2023	"Sistema de alumbrado y construcción de cisterna en cancha de futbol soccer CEDAR."	TRUE
699	13048	"Pachuca de Soto"	"Espacios Públicos"	425678.12	NA	2023	"Sistema de alumbrado y malla perimetral en cancha de futbol soccer Aeropuerto; en el municipio de Pachuca de Soto."	TRUE
700	13048	"Pachuca de Soto"	"Espacios Públicos"	3508569.77	NA	2023	"Remodelación del Centro de Rehabilitación Integral de Hidalgo (CRIH)."	TRUE
701	13048	"Pachuca de Soto"	"Espacios Públicos"	8220255.54	NA	2023	"Estudio y proyecto para la remodelación de la Plaza Independencia, en el municipio de Pachuca."	TRUE
702	13048	"Pachuca de Soto"	"Espacios Públicos"	3114197.5	NA	2023	"Rehabilitación de Centro Gerontológico Integral de Pachuca de Soto"	TRUE
703	13048	"Pachuca de Soto"	"Espacios Públicos"	2286214.5	NA	2023	"Rehabilitación en azoteas, fachadas y anexo del CRIH, sede Pachuca de Soto."	TRUE
704	13048	"Pachuca de Soto"	"Espacios Públicos"	7378316.46	NA	2023	"Estudio y proyecto para la construcción del nuevo edificio de Oficinas Gubernamentales."	TRUE
705	13048	"Pachuca de Soto"	"Espacios Públicos"	554828.46	NA	2023	"Reestructuración de puente del área de Coordinación de Enseñanza del Hospital del Niño DIF"	TRUE
706	13048	"Pachuca de Soto"	"Espacios Públicos"	35761746.43	NA	2023	"Construcción de lago artificial, fuentes, esculturas y servicios de control que se ubican en torno al pisal homenaje a la Mujer del Mundo, en Pachuca de Soto, Hgo."	TRUE
707	13048	"Pachuca de Soto"	"Espacios Públicos"	938287.69	NA	2023	"Mejoramiento estacionamiento PGJEH"	TRUE
708	13048	"Pachuca de Soto"	"Espacios Públicos"	60652922.69	NA	2023	"Construcción de instalaciones de servicios básicos y terracerías para el Centro Cultural y Recreativo, del Parque Ben Gurión, en Pachuca de Soto, Hgo."	TRUE
709	13048	"Pachuca de Soto"	"Espacios Públicos"	66284008.31	NA	2023	"Construcción de estacionamiento y andadores ubicados en torno al Auditorio Gota de Plata, en Pachuca de Soto, Hgo."	TRUE
710	13048	"Pachuca de Soto"	"Espacios Públicos"	4005231.63	NA	2023	"Construcción de vialidad interior del Centro Deportivo Hidalguense y de Alto Rendimiento"	TRUE
711	13048	"Pachuca de Soto"	"Espacios Públicos"	11124644.16	NA	2023	"Mejoramiento y ampliación al CERESO Pachuca"	TRUE
712	13048	"Pachuca de Soto"	"Espacios Públicos"	3984286.36	NA	2023	"Rehabilitación de pintura de puertas, rejas, ventanas y muros interiores y exteriores del inmueble de la Plaza de Toros Monumental Vicente Segura, de la ciudad de Pachuca de Soto, Hidalgo."	TRUE
713	13048	"Pachuca de Soto"	"Espacios Públicos"	19345520	NA	2023	"Construcción de Cuartel de Policía en Col. Cubitos, Pachuca de Soto, Hgo."	TRUE
714	13048	"Pachuca de Soto"	"Espacios Públicos"	3337931.97	NA	2023	"Construcción de red de agua potable y cisterna para el CERESO de Pachuca de Soto, Hgo."	TRUE
715	13048	"Pachuca de Soto"	"Espacios Públicos"	1844707.91	NA	2023	"Estabilidad de taludes de la Secretaría de Seguridad Pública de Hidalgo en Pachuca de Soto, Hgo."	TRUE
716	13048	"Pachuca de Soto"	"Espacios Públicos"	11125472.37	NA	2023	"Construcción de dormitorios CERESO Pachuca de Soto Hgo."	TRUE
717	13048	"Pachuca de Soto"	"Espacios Públicos"	2555241.14	NA	2023	"Impermeabilización De losa de techo de la Secretaría de Seguridad Pública de Hidalgo, en Pachuca de Soto, Hgo."	TRUE
718	13048	"Pachuca de Soto"	"Espacios Públicos"	59520696.41	NA	2023	"Modernización de instalaciones de la Feria San Francisco Primera Etapa"	TRUE
719	13048	"Pachuca de Soto"	"Espacios Públicos"	1810953.51	NA	2023	"Rehabilitación Cancha de Futbol Soccer Cedar, en el municipio de Pachuca de Soto"	TRUE
720	13048	"Pachuca de Soto"	"Espacios Públicos"	1335937.8	NA	2023	"Rehabilitación Cancha de Futbol Soccer Aeropuerto, en el municipio de Pachuca de Soto"	TRUE
721	13048	"Pachuca de Soto"	"Espacios Públicos"	7301728.12	NA	2023	"Rehabilitación Estadio Revolución; en el municipio de Pachuca de Soto"	TRUE
722	13048	"Pachuca de Soto"	"Espacios Públicos"	2899702	NA	2023	"Modificación del inmueble ubicado en calle 16 de Enero de 1869, colonia Periodistas, en Pachuca de Soto Hidalgo, para ser la nueva sede de la Secretaría de Movilidad y Transporte, consistente en la adecuación de accesos y habilitación de oficinas"	TRUE
723	13048	"Pachuca de Soto"	"Espacios Públicos"	10958957.66	NA	2023	"Desarrollo del proyecto ejecutivo arquitectónico para la remodelación del Parque David Ben Gurión, que proyecte la creación de espacios recreativos, culturales y de integración familiar en la ciudad de Pachuca de Soto, Hidalgo"	TRUE
724	13048	"Pachuca de Soto"	"Espacios Públicos"	5925977.18	NA	2023	"Retiro, suministro, instalación y puesta en marcha de elevadores de pasajeros, 6 paradas, con capacidad máxima de 1000 kilogramos cada uno, para el inmueble que ocupa el Palacio de Gobierno de la Ciudad de Pachuca de Soto, Hidalgo, incluye adquisición y sustitución de puertas, botoneras, cabinas de acero inoxidable, maquinaria y sistema de desplazamiento en medidas adecuadas a los cubos existentes al interior del inmueble"	TRUE
725	13048	"Pachuca de Soto"	"Espacios Públicos"	20868450.69	NA	2023	"Mantenimiento integral Aeropuerto Nacional de Pachuca \"Juan Guillermo Villasana\""	TRUE
726	13048	"Pachuca de Soto"	"Espacios Públicos"	7624254	NA	2023	"Ampliación de gimnasio de usos múltiples en el Centro Deportivo Hidalguense y de Alto Rendimiento."	TRUE
727	13048	"Pachuca de Soto"	"Espacios Públicos"	35845684.75	NA	2023	"Sustitución de Cancelería en Fachadas de Palacio de Gobierno del Poder Ejecutivo del Estado de Hidalgo"	TRUE
728	13048	"Pachuca de Soto"	"Espacios Públicos"	181454	NA	2023	"Reciclando Transformamos Hidalgo."	TRUE
729	13048	"Pachuca de Soto"	"Espacios Públicos"	980579.69	NA	2022	"Rehabilitación de Barda Perimetral y acceso Principal en el Centro Asistencial Casa de la Tercera Edad"	TRUE
730	13048	"Pachuca de Soto"	"Espacios Públicos"	7817720.89	NA	2022	"Rehabilitación de drenaje sanitario, pintura en muros exteriores e impermeabilizante en la Casa Asistencial de la Tercera Edad"	TRUE
731	13048	"Pachuca de Soto"	"Espacios Públicos"	4912349.58	NA	2022	"Mejoramiento de las condiciones de accesibilidad del CRIH sede Pachuca"	TRUE
732	13048	"Pachuca de Soto"	"Espacios Públicos"	881932.56	NA	2022	"Contratación de trabajos de mantenimiento integral de instalaciones hidrosanitarias, sustitución de aplanado en muros, impermeabilización de loza y rehabilitación de instalaciones eléctricas en el inmueble que ocupa el Archivo General del Estado"	TRUE
733	13048	"Pachuca de Soto"	"Espacios Públicos"	2550692.36	NA	2022	"Contratación de trabajos de impermeabilización de loza, reparación de drenajes pluviales y de sustitución de techumbre del inmueble que ocupa la Dirección General de Radio y Televisión"	TRUE
734	13048	"Pachuca de Soto"	"Espacios Públicos"	2253847.17	NA	2022	"Rehabilitación de la Casa de la Niña"	TRUE
735	13048	"Pachuca de Soto"	"Espacios Públicos"	3169831.27	NA	2022	"Terminación de Elevadores de Puentes Peatonales (IMSS - SEP -Juan C. Doria)"	TRUE
736	13048	"Pachuca de Soto"	"Espacios Públicos"	15798659.09	NA	2022	"Construcción de auditorio, Villa Aquiles Serdán, municipio de Pachuca de Soto"	TRUE
737	13048	"Pachuca de Soto"	"Espacios Públicos"	1359709.94	NA	2022	"Rehabilitación de ciclopista tramo 2, (guarniciones, andadores y puentes)"	TRUE
738	13048	"Pachuca de Soto"	"Espacios Públicos"	1567606.73	NA	2022	"Rehabilitación de ciclopista tramo 1, (guarniciones, andadores y puentes)"	TRUE
739	13048	"Pachuca de Soto"	"Espacios Públicos"	1344011.74	NA	2022	"Fortalecimiento para la Atención de Niñas, Niños y Adolescentes Migrantes en Pachuca Hidalgo, para la Remodelación del Inmueble Albergue para Niñez y Adolescencia Migrante Acompañada y No Acompañada"	TRUE
740	13048	"Pachuca de Soto"	"Espacios Públicos"	986953.53	NA	2022	"Construcción de sanitarios y área recreativa infantil en Centro de Atención Psicopedagógica de Educación Preescolar (CAPEP)"	TRUE
741	13048	"Pachuca de Soto"	"Espacios Públicos"	984988.45	NA	2022	"Construcción en acceso a estacionamiento en Centro de Atención Psicopedagógica de Educación Preescolar (CAPEP)"	TRUE
742	13048	"Pachuca de Soto"	"Espacios Públicos"	1297153.54	NA	2022	"Construcción del Centro Estatal de Justicia Alternativa (obra exterior)"	TRUE
743	13048	"Pachuca de Soto"	"Espacios Públicos"	344855.22	NA	2022	"Trabajos de acabados en el Centro Estatal de Justicia Alternativa"	TRUE
744	13048	"Pachuca de Soto"	"Infraestructura Carretera"	43321171.73	NA	2023	"Reconstrucción asfáltica y rehabilitación del Río de las Avenidas en el municipio de Pachuca de Soto"	TRUE
745	13048	"Pachuca de Soto"	"Infraestructura Carretera"	1634689.96	NA	2023	"Rehabilitación de Carpeta Asfáltica en el Blvd. Everardo Márquez, en la Colonia Periodistas, en el Municipio de Pachuca"	TRUE
746	13048	"Pachuca de Soto"	"Infraestructura Carretera"	13294254.15	NA	2023	"Rehabilitación de pavimento asfáltico, Boulevard Nuevo Hidalgo tramo Blvd. Rojo Gómez - Blvd. Colosio"	TRUE
747	13048	"Pachuca de Soto"	"Infraestructura Carretera"	7030355.86	NA	2023	"Rehabilitación de pavimento asfáltico, Antigua Carretera México - Pachuca, colonia Santa Julia"	TRUE
748	13048	"Pachuca de Soto"	"Vialidades Urbanas"	7432300.66	NA	2023	"Pavimentación y construcción de drenaje sanitario de Avenida Principal en colonia Ampliación El Palmar; municipio de Pachuca de Soto."	TRUE
749	13048	"Pachuca de Soto"	"Vialidades Urbanas"	2220438.81	NA	2023	"Boulevard Minero (crucero semaforizado para acceso a Centro de Justicia); en el municipio de Pachuca de Soto"	TRUE
750	13048	"Pachuca de Soto"	"Vialidades Urbanas"	5809440.35	NA	2023	"Rehabilitación de calle Principal, en la colonia San Cayetano; en el municipio de Pachuca de Soto."	TRUE
751	13048	"Pachuca de Soto"	"Vialidades Urbanas"	4839177.8	NA	2023	"Rehabilitación de Circuito 11 de Julio, colonia 11 de Julio; en el municipio de Pachuca de Soto."	TRUE
752	13048	"Pachuca de Soto"	"Vialidades Urbanas"	7409411.87	NA	2023	"Reconstrucción de carpeta asfáltica Av. Ayuntamiento y Prolongación Ayuntamiento, en fraccionamiento Colosio, en el municipio de Pachuca de Soto."	TRUE
753	13048	"Pachuca de Soto"	"Vialidades Urbanas"	9173715.19	NA	2023	"Reconstrucción de carpeta asfáltica Av. Piracantos (2 Cuerpos), en fraccionamiento Piracantos, en el municipio de Pachuca de Soto."	TRUE
754	13048	"Pachuca de Soto"	"Vialidades Urbanas"	2906025.01	NA	2023	"Pavimentación asfáltica en la localidad de San Miguel Cerezo;en el Municipio de Pachuca de Soto"	TRUE
755	13048	"Pachuca de Soto"	"Vialidades Urbanas"	8278807.6	NA	2023	"Rehabilitación de acceso a fraccionamiento Bosques del Peñar en el municipio de Pachuca de Soto"	TRUE
756	13048	"Pachuca de Soto"	"Vialidades Urbanas"	4928798.79	NA	2023	"Rehabilitación de calle principal colonia Santa Julia; en el municipio de Pachuca de Soto"	TRUE
757	13048	"Pachuca de Soto"	"Vialidades Urbanas"	2705701.14	NA	2023	"Rehabilitación de carpeta asfáltica de 1.70 km de calle Plan de San Luis del km 0+000 al km. 1+700 en la col. 20 de Noviembre en el municipio de Pachuca de Soto"	TRUE
758	13048	"Pachuca de Soto"	"Vialidades Urbanas"	2422257.71	NA	2023	"Rehabilitación de Av. Ayuntamiento en fraccionamiento Colosio; municipio de Pachuca de Soto"	TRUE
759	13048	"Pachuca de Soto"	"Vialidades Urbanas"	2906072.3	NA	2023	"Rehabilitación de calle principal, colonia Cubitos; en el municipio de Pachuca de Soto"	TRUE
760	13048	"Pachuca de Soto"	"Vialidades Urbanas"	4508958.66	NA	2023	"Reconstrucción de concreto hidráulico de calle Canarios y calle 24 de Febrero, San Antonio el Desmonte; en el municipio de Pachuca de Soto"	TRUE
761	13048	"Pachuca de Soto"	"Vialidades Urbanas"	9682650	NA	2023	"Rehabilitación de acceso principal a colonia Loma Bonita; municipio de Pachuca de Soto."	TRUE
762	13048	"Pachuca de Soto"	"Vialidades Urbanas"	5958000	NA	2023	"Rehabilitación de calle principal en la colonia Real Toledo; municipio de Pachuca de Soto."	TRUE
763	13048	"Pachuca de Soto"	"Vialidades Urbanas"	6773808.98	NA	2023	"Rehabilitación de Av. Federalismo, colonia El Palmar; en el municipio de Pachuca de Soto."	TRUE
764	13048	"Pachuca de Soto"	"Vialidades Urbanas"	9678130	NA	2023	"Rehabilitación de Av. Principal, en la colonia Plutarco Elías Calles; en el municipio de Pachuca de Soto."	TRUE
765	13048	"Pachuca de Soto"	"Vialidades Urbanas"	12500844.72	NA	2023	"Reconstrucción del Boulevard Centenario de la Revolución de 1910; en el municipio de Pachuca de Soto."	TRUE
766	13048	"Pachuca de Soto"	"Vialidades Urbanas"	4485745.94	NA	2023	"Reconstrucción de carpeta asfáltica en calle General Nicolás Flores del km. 0+000 al km. 0+600 en la colonia Juan C. Doria, municipio de Pachuca de Soto"	TRUE
767	13048	"Pachuca de Soto"	"Vialidades Urbanas"	2905602.63	NA	2023	"Rehabilitación de calle principal, colonia El Arbolito; en el municipio de Pachuca de Soto."	TRUE
768	13048	"Pachuca de Soto"	"Vialidades Urbanas"	1211601.25	NA	2023	"Construcción de pavimento de concreto hidráulico en Calle Valle de Cerato, en el municipio de Pachuca."	TRUE
769	13048	"Pachuca de Soto"	"Vialidades Urbanas"	1101069	NA	2023	"Construcción de Pavimento de Concreto Hidráulico en Calle Alfonso Corona del Rosal, en el Municipio de Pachuca."	TRUE
770	13048	"Pachuca de Soto"	"Vialidades Urbanas"	1357560.41	NA	2023	"Pavimentación hidráulica en la calle 9 en la Colonia Parque de Poblamiento, en el Municipio de Pachuca."	TRUE
771	13048	"Pachuca de Soto"	"Vialidades Urbanas"	849758.94	NA	2023	"Construcción de pavimento de concreto hidráulico, banquetas y guarniciones en las Calles Campo de Tiro y Alfonso Corona del Rosal, en el Municipio de Pachuca."	TRUE
772	13048	"Pachuca de Soto"	"Vialidades Urbanas"	1508854.87	NA	2023	"Rehabilitación de Carpeta Asfáltica en la Calle Felipe Angeles, en la Colonia Periodistas, en el Municipio de Pachuca.."	TRUE
773	13048	"Pachuca de Soto"	"Vialidades Urbanas"	420527.72	NA	2023	"Pavimentación Hidráulica en la Calle 8 en la Colonia Parque de Poblamiento, en el Municipio de Pachuca."	TRUE
774	13048	"Pachuca de Soto"	"Vialidades Urbanas"	1358716.82	NA	2023	"Pavimentación Hidráulica en la Calle Andador 1-A Manzana M en el Fraccionamiento Plutarco Elías Calles, en el Municipio de Pachuca."	TRUE
775	13048	"Pachuca de Soto"	"Vialidades Urbanas"	13816996.37	NA	2023	"Rehabilitación de pavimento asfáltico, Av. Universidad - Entronque Blvd. Colosio"	TRUE
776	13048	"Pachuca de Soto"	"Vialidades Urbanas"	966106.45	NA	2022	"Pavimentación hidráulica en calle Justo Sierra, colonia San Antonio el Desmonte, municipio de Pachuca de Soto"	TRUE
777	13048	"Pachuca de Soto"	"Vialidades Urbanas"	311850.35	NA	2022	"Construcción de pavimentación de concreto asfáltico en calle Otilio Vargas del fraccionamiento Juan C. Doria, municipio de Pachuca de Soto"	TRUE
778	13048	"Pachuca de Soto"	"Vialidades Urbanas"	668170.3	NA	2022	"Pavimentación hidráulica de calle Chapultepec, colonia ampliación San Antonio, municipio de Pachuca de Soto"	TRUE
779	13048	"Pachuca de Soto"	"Vialidades Urbanas"	409190.92	NA	2022	"Construcción de pavimento de concreto asfáltico en calle Santa María Regla, del fraccionamiento Juan C. Doria, municipio de Pachuca de Soto"	TRUE
780	13048	"Pachuca de Soto"	"Vialidades Urbanas"	1058183.27	NA	2022	"Construcción de pavimentación de concreto asfáltico en calle San Miguel Regla del fraccionamiento Juan C. Doria, municipio de Pachuca de Soto"	TRUE
781	13048	"Pachuca de Soto"	"Vialidades Urbanas"	1335221.83	NA	2022	"Pavimentación hidráulica de calle Santa Rosa, colonia San Cayetano, municipio de Pachuca de Soto"	TRUE
782	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	6711889.29	NA	2024	"Estudios y proyectos para la recarga artificial de acuíferos sobre explotados Cuautitlán-Pachuca"	TRUE
783	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	6416305.65	297848	2024	"Sustitución de linea de conducción por bombeo de agua potable de 18 pulgadas de diametro, sobre Blvd. Santa Catarina, tramo: La Herradura-Tanque Nopalcalco, etapa 4 de 4 Municipio de Pachuca de Soto, Hgo."	TRUE
784	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	6669996.38	NA	2024	"Sustitución de linea de conducción por bombeo de agua potable de 18 pulgadas de diametro, sobre Blvd. Santa Catarina, tramo: La Herradura-Tanque Nopalcalco, etapa 3 de 4 Municipio de Pachuca de Soto, Hgo."	TRUE
785	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	7201217.31	NA	2024	"Sustitución de linea de conducción por bombeo de agua potable de 18 pulgadas de diametro, sobre Blvd. Santa Catarina, tramo: La Herradura-Tanque Nopalcalco, etapa 2 de 4 Municipio de Pachuca de Soto, Hgo."	TRUE
786	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	6642044.39	NA	2024	"Sustitución de linea de conducción por bombeo de agua potable de 18 pulgadas de diametro, sobre Blvd. Santa Catarina, tramo: La Herradura-Tanque Nopalcalco, etapa 1 de 4 Municipio de Pachuca de Soto, Hgo."	TRUE
787	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	3428860.47	NA	2024	"Sustitución de línea de agua potable sobre calle San Martín de Porres y Fray Juan de Zumarraga, Colonia Nueva Francisco I. Madero"	TRUE
788	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	3026129.6	NA	2024	"Sustitución de línea de agua potable sobre calle Fernández de Lizardi, Colonia Nueva Francisco I. Madero."	TRUE
789	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	6770615.96	NA	2024	"Adquisición de dos camiones cisterna de 10 m3 de capacidad"	TRUE
790	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	1650000.24	NA	2024	"Adquisición de montacargas de 3000kg"	TRUE
791	13048	"Pachuca de Soto"	"Infraestructura Hídrica"	6999415.59	NA	2024	"Adquisición de medidores para el sistema comercial de la CAASIM."	TRUE
