"ID"	"CVEGEO_MUN"	"NOM_MUN"	"Rubro"	"Inversión"	"Habitantes beneficiados"	"Ejercicio"	"Obra"	"tiene_geo"
1221	13071	"Tlahuiltepa"	"Infraestructura Hídrica"	950774.43	87	2024	"Construcción de el Sistema de Agua Potable de la localidad de Cerro Chato, Municipal de Tlahuiltepa, estado de Hidalgo."	TRUE
1222	13071	"Tlahuiltepa"	"Infraestructura Carretera"	8900000	NA	2024	"Construye tu camino del tramo Las Manzanas - El Roble, en el municipio de Tlahuiltepa."	TRUE
1223	13071	"Tlahuiltepa"	"Vialidades Urbanas"	991756.8	306	2022	"Construcción de pavimentación hidráulica acceso principal en la localidad de San Andrés Miraflores, municipio de Tlahuiltepa"	TRUE
1224	13071	"Tlahuiltepa"	"Infraestructura Carretera"	31861378.33	1252	2022	"Construcción de Pavimento de Concreto Hidráulico en acceso a cabecera municipal de Tlahuiltepa, Tramo: Tlahuiltepa - Itztacoyotla, municipio de Tlahuiltepa"	TRUE
1225	13071	"Tlahuiltepa"	"Infraestructura Carretera"	14951336.78	NA	2022	"Construcción de Pavimento de concreto hidráulico de acceso a cabecera, municipio de Tlahuiltepa"	TRUE
1226	13071	"Tlahuiltepa"	"Infraestructura Carretera"	48377795.13	286	2024	"Construcción de pavimento de concreto hidráulico en acceso a cabecera de Tlahuiltepa"	TRUE
1227	13071	"Tlahuiltepa"	"Infraestructura Carretera"	44621342.03	1252	2023	"Construcción de Pavimentación de Concreto Hidráulico del Camino Tlaxcantitla - Santa María; en el municipio de Tlahuiltepa."	TRUE
1228	13071	"Tlahuiltepa"	"Infraestructura Carretera"	760435.91	193	2024	"Reconstrucción de concreto hidráulico de la C.E. Juárez - Tlahuiltepa, municipio de Tlahuiltepa."	FALSE
1229	13071	"Tlahuiltepa"	"Infraestructura Hídrica"	830196.66	NA	2022	"Construcción de sanitario con biodigestor, en el municipio de Tlahuiltepa"	FALSE
1230	13071	"Tlahuiltepa"	"Vivienda Asequible"	5205986.57	NA	2022	"Construcción de Cuarto Dormitorio, en el municipio de Tlahuiltepa"	FALSE
1231	13072	"Tlanalapa"	"Infraestructura Hídrica"	2938922.42	1277	2024	"Rehabilitación de red de agua potable en San Isidro, municipio de Tlanalapa."	FALSE
1232	13072	"Tlanalapa"	"Vialidades Urbanas"	3562166.35	8062	2023	"Pavimentación asfáltica de calle Insurgentes Oriente - Niños Héroes Sur, municipio de Tlanalapa"	TRUE
1233	13072	"Tlanalapa"	"Infraestructura Carretera"	9279927.49	8062	2024	"Pavimentación asfáltica en camino Col. Bonfil - salida a Tepeapulco, en el municipio de Tlanalapa"	FALSE
1234	13072	"Tlanalapa"	"Infraestructura Carretera"	2.5e+07	NA	2025	"Ampliación y rehabilitación del tramo carretero Tlanalapa - Cd. Sahagún, acceso principal, (Primera etapa) en el municipio de Tlanalapa"	FALSE
1235	13072	"Tlanalapa"	"Vialidades Urbanas"	7457271.85	NA	2023	"Reconstrucción de calle asfáltica Tlanalapa - Chinconcuac; en el municipio de Tlanalapa"	FALSE
1236	13073	"Tlanchinol"	"Infraestructura Carretera"	5128499.07	1358	2023	"Rehabilitación del acceso a Acahuasco, del km 0+000 al km 6+000; en el municipio de Tlanchinol."	TRUE
1237	13073	"Tlanchinol"	"Infraestructura Carretera"	11318206.64	345	2023	"Rehabilitación del tramo E.C. (Casetas - Otongo) - Amoxco, del Km 0+000 al Km 14+500."	TRUE
1238	13073	"Tlanchinol"	"Infraestructura Hídrica"	356800.89	1217	2024	"PTAR Chichatla.- Reposición de muro de mampostería en laguna de oxidación, desazolve de laguna de oxidación y reposición de filtro, geomembrana y plantas macrófitos, reposición de 25 m de muro de mampostería y malla ciclónica de 2.00 m en cercado perimetral."	TRUE
1239	13073	"Tlanchinol"	"Infraestructura Carretera"	3869036.17	1002	2023	"Rehabilitación del acceso a Chipoco del km 0+000 al km 1+500, en el municipio de Tlanchinol."	TRUE
1240	13073	"Tlanchinol"	"Infraestructura Carretera"	7849636.51	2143	2024	"Rehabilitación de camino E.C. de Tlanchinol a Hueyapa, a Cuatlimax, del Km 0.000 al Km 10.000, en el municipio de Tlanchinol."	FALSE
1241	13073	"Tlanchinol"	"Infraestructura Hídrica"	2169061.01	1472	2022	"Construcción de planta de tratamiento en Hueyapa, municipio de Tlanchinol, etapa dos de tres"	TRUE
1242	13073	"Tlanchinol"	"Infraestructura Carretera"	2821969.05	1156	2023	"Ampliación de camino rural en Tlanchinol, localidad Jalpa."	TRUE
1243	13073	"Tlanchinol"	"Infraestructura Carretera"	5254434.39	NA	2023	"Rehabilitación del tramo E.C. (Xuchitlan) - Jalpa, del Km 0+000 al Km 6+000; en el municipio de Tlanchinol."	TRUE
1244	13073	"Tlanchinol"	"Infraestructura Carretera"	14195502.92	1393	2024	"Modernización y ampliación del camino rural Huazalingo - Tlanchinol del Km 0+000 al 26+000 subtramo del Km 12+380 al Km 13+330, en la localidad de Olotla, municipio de Tlanchinol ."	FALSE
1245	13073	"Tlanchinol"	"Infraestructura Carretera"	1568807.37	111	2023	"Rehabilitación del tramo E.C. (Orizatlán - San José) - Rancho Nuevo, del km 0+000 al km 2+000; en el municipio de Tlanchinol."	TRUE
1246	13073	"Tlanchinol"	"Infraestructura Carretera"	5463278.17	589	2023	"Rehabilitación del tramo San Miguel - Xaltipa - Lontla, del Km 0+000 al Km 7+000; en el municipio de Tlanchinol"	TRUE
1247	13073	"Tlanchinol"	"Infraestructura Carretera"	6673990.49	538	2023	"Rehabilitación del acceso a Toctitlán, del km 0+000 al km 4+300 ."	TRUE
1248	13073	"Tlanchinol"	"Infraestructura Carretera"	3919130.81	NA	2023	"Rehabilitación del tramo: San Salvador-Toctitlán, del km 0+000 al km 5+000."	TRUE
1249	13073	"Tlanchinol"	"Infraestructura Carretera"	2202862.1	538	2024	"Pavimentación hidráulica y construcción de muro de contención en la C.E. acceso a Toctitlán, municipio de Tlanchinol"	FALSE
1250	13073	"Tlanchinol"	"Infraestructura Carretera"	9459810.54	687	2024	"Rehabilitación de la carretera de Temango a Santa Lucía a Pahuayo, municipio de Tlanchinol"	FALSE
1251	13073	"Tlanchinol"	"Infraestructura Hídrica"	2459648.64	2552	2022	"Construcción de sistema de alcantarillado (PTAR) Santa María Catzotipan (Santa María Tepetzintla) etapa diez de diez"	TRUE
1252	13073	"Tlanchinol"	"Infraestructura Carretera"	6918273.11	2552	2024	"Rehabilitación de la C.E.(E.C. Pachuca-Tempoal) - Santa María, municipio de Tlanchinol"	FALSE
1253	13073	"Tlanchinol"	"Infraestructura Carretera"	9610870.37	345	2024	"Rehabilitación del camino a Tierra Colorada, municipio de Tlanchinol"	FALSE
1254	13073	"Tlanchinol"	"Infraestructura Carretera"	12436875.74	NA	2023	"Pavimentación del Camino Rural E.C.F. Acatempa - San Salvador -Tianguis - Tlalnepanco - Tehuetlan, en el Municipio de Tlanchinol."	TRUE
1255	13073	"Tlanchinol"	"Vialidades Urbanas"	4410268.33	6117	2023	"Pavimentación de acceso a la Universidad Benito Juárez, Plantel Tlanchinol"	TRUE
1256	13073	"Tlanchinol"	"Espacios Públicos"	2306632.14	6117	2024	"Remodelación de las Instalaciones de la Estación de Radio y Televisión XHIND 94.1 FM en el Municipio de Tlanchinol."	TRUE
1257	13073	"Tlanchinol"	"Infraestructura Carretera"	5512853.14	1007	2023	"Rehabilitación del tramo Toctitlán - Tianguis, del Km 0+000 al Km 7+000."	TRUE
1258	13073	"Tlanchinol"	"Vivienda Asequible"	1021537.76	NA	2022	"Construcción de cuarto dormitorio, en el municipio de Tlanchinol"	FALSE
1259	13073	"Tlanchinol"	"Vivienda Asequible"	1976726.78	NA	2022	"Construcción de Cuarto Dormitorio, en el municipio de Tlanchinol"	FALSE
1260	13073	"Tlanchinol"	"Infraestructura Carretera"	7854223.17	NA	2024	"Rehabilitación de camino E.C. de Tlanchinol a Apantlazol, tramo Chichatla a Xochititla, del Km 0.000 al Km 10.000, en el municipio de Tlanchinol."	FALSE
1261	13073	"Tlanchinol"	"Infraestructura Carretera"	10684193.4	NA	2024	"Reconstrucción de la C.E. Tlanchinol a Hueyapa a Temango, en el municipio de Tlanchinol"	FALSE
1262	13074	"Tlaxcoapan"	"Espacios Públicos"	3035457.75	7990	2023	"Rehabilitación del Auditorio de la Comunidad de Doxey, en el municipio de Tlaxcoapan"	TRUE
1263	13074	"Tlaxcoapan"	"Vialidades Urbanas"	1113623.8	NA	2023	"Pavimentación asfáltica del acceso a la Unidad Deportiva de Doxhey"	TRUE
1264	13074	"Tlaxcoapan"	"Vialidades Urbanas"	2108474.43	NA	2023	"Pavimentación asfáltica del acceso a panteón de Doxey, municipio de Tlaxcoapan"	TRUE
1265	13074	"Tlaxcoapan"	"Vialidades Urbanas"	5630812.83	14689	2023	"Pavimentación hidráulica Av. 16 de Septiembre, colonia Centro; en el municipio de Tlaxcoapan."	TRUE
1266	13074	"Tlaxcoapan"	"Infraestructura Hídrica"	19485873.96	14689	2024	"Construcción de tanque elevado capacidad de 250 m3 pozo 1 y 2 \"El Bojayito\", Los Tepetates, municipio de Tlaxcoapan"	FALSE
1267	13074	"Tlaxcoapan"	"Vialidades Urbanas"	31315867.55	NA	2025	"Construcción de pavimentación hidráulica y drenaje pluvial en Av. Francisco I. Madero, en el municipio de Tlaxcoapan"	FALSE
1268	13075	"Tolcayuca"	"Vialidades Urbanas"	4724184.52	8966	2023	"Pavimentación de vialidad en calle Epitacio Mendoza del 0+000 al 0+761 en el municipio de Tolcayuca"	TRUE
1269	13075	"Tolcayuca"	"Vialidades Urbanas"	4320321.46	NA	2023	"Pavimentación de vialidad en calle Cuauhtémoc, en la colonia Centro, en el municipio de Tolcayuca, Hidalgo."	TRUE
1270	13075	"Tolcayuca"	"Espacios Públicos"	3598554.84	8966	2024	"Remodelación de campo de beisbol \"Vicente Guerrero\", en el municipio de Tolcayuca."	TRUE
1271	13075	"Tolcayuca"	"Infraestructura Hídrica"	7531276.96	NA	2024	"Rehabilitación de planta de tratamiento de aguas residuales en Tolcayuca."	FALSE
1272	13075	"Tolcayuca"	"Vialidades Urbanas"	4121749.54	NA	2025	"Continuación de la pavimentación hidráulica de la calle Cuauhtémoc, en el municipio de Tolcayuca"	FALSE
1273	13076	"Tula de Allende"	"Vialidades Urbanas"	3229129.64	17332	2023	"Reconstrucción de pavimento asfaltico de avenida Liberación Nacional, en la localidad de El Llano Primera Sección, municipio de Tula de Allende"	TRUE
1274	13076	"Tula de Allende"	"Infraestructura Hídrica"	2715890.48	1944	2023	"Ampliación del sistema de agua potable en la localidad de Nantzha etapa tres de tres, Tula de Allende."	TRUE
1275	13076	"Tula de Allende"	"Infraestructura Hídrica"	46999751.91	29390	2023	"Mejoramiento y adecuación de la red de alcantarillado del Centro del Municipio de Tula de Allende&#9;"	TRUE
1276	13076	"Tula de Allende"	"Espacios Públicos"	325913.62	NA	2023	"Rehabilitación en fachadas y policarbonato del CRIRH, sede Tula de Allende."	TRUE
1277	13076	"Tula de Allende"	"Espacios Públicos"	1550404.23	NA	2022	"Mejoramiento del CERESO de Tula de Allende"	TRUE
1278	13076	"Tula de Allende"	"Espacios Públicos"	12419825.48	29390	2024	"Mejoramiento y ampliación al CERESO Tula de Allende"	FALSE
1279	13076	"Tula de Allende"	"Infraestructura Hídrica"	5e+06	29390	2022	"Adecuación, puesta en marcha y estabilización de 5 plantas potabilizadoras y 2 desgasificadoras de la región Tula-Tepetitlán (etapa 1 de 3)"	FALSE
1280	13076	"Tula de Allende"	"Infraestructura Carretera"	29874193.4	NA	2023	"Reconstrucción de la C.E. Tula de Allende - Zaragoza; en el municipio de Tula de Allende"	FALSE
1281	13076	"Tula de Allende"	"Vialidades Urbanas"	13416901.14	NA	2023	"Reconstrucción de acceso a las col. de Satelite, Violetas, Galaxia I y Galaxia II, en el municipio de Tula de Allende."	FALSE
1282	13076	"Tula de Allende"	"Espacios Públicos"	8193466.15	NA	2024	"Construcción de puente peatonal El Chamizal, San Marcos - El Carmen, en el municipio de Tula de Allende"	FALSE
1283	13076	"Tula de Allende"	"Infraestructura Hídrica"	3147435.57	NA	2024	"Construcción de Pozo profundo \"El Varal\" para uso urbano de la localidad de Xochitlán de las Flores, Tula de Allende, Hgo."	TRUE
1284	13076	"Tula de Allende"	"Infraestructura Carretera"	15478031.99	1773	2024	"Reconstrucción de la carretera Tula - Xochitlán, en el municipio de Tula de Allende"	TRUE
1285	13005	"Ajacuba"	"Infraestructura Hídrica"	499288.123910292	0	2024	"Actualización del proyecto ejecutivo para el saneamiento de los Ríos Tula y Salado, primera etapa"	FALSE
1285	13010	"Atitalaquia"	"Infraestructura Hídrica"	834042.92636032	0	2024	"Actualización del proyecto ejecutivo para el saneamiento de los Ríos Tula y Salado, primera etapa"	FALSE
1285	13013	"Atotonilco de Tula"	"Infraestructura Hídrica"	1652741.05026897	0	2024	"Actualización del proyecto ejecutivo para el saneamiento de los Ríos Tula y Salado, primera etapa"	FALSE
1285	13041	"Mixquiahuala de Juárez"	"Infraestructura Hídrica"	1249331.48512568	0	2024	"Actualización del proyecto ejecutivo para el saneamiento de los Ríos Tula y Salado, primera etapa"	FALSE
1285	13050	"Progreso de Obregón"	"Infraestructura Hídrica"	625459.439241375	0	2024	"Actualización del proyecto ejecutivo para el saneamiento de los Ríos Tula y Salado, primera etapa"	FALSE
1285	13065	"Tetepango"	"Infraestructura Hídrica"	311340.750433251	0	2024	"Actualización del proyecto ejecutivo para el saneamiento de los Ríos Tula y Salado, primera etapa"	FALSE
1285	13067	"Tezontepec de Aldama"	"Infraestructura Hídrica"	1458655.75581126	0	2024	"Actualización del proyecto ejecutivo para el saneamiento de los Ríos Tula y Salado, primera etapa"	FALSE
1285	13070	"Tlahuelilpan"	"Infraestructura Hídrica"	504447.152320769	0	2024	"Actualización del proyecto ejecutivo para el saneamiento de los Ríos Tula y Salado, primera etapa"	FALSE
1285	13074	"Tlaxcoapan"	"Infraestructura Hídrica"	757345.370657907	0	2024	"Actualización del proyecto ejecutivo para el saneamiento de los Ríos Tula y Salado, primera etapa"	FALSE
1285	13076	"Tula de Allende"	"Infraestructura Hídrica"	3045334.78587018	0	2024	"Actualización del proyecto ejecutivo para el saneamiento de los Ríos Tula y Salado, primera etapa"	FALSE
1286	13077	"Tulancingo de Bravo"	"Infraestructura Hídrica"	3194507.3	5231	2022	"Construcción del pozo profundo de agua potable para beneficiar a la localidad de Santa Ana Hueytlalpan en el municipio de Tulancingo de Bravo"	TRUE
1287	13077	"Tulancingo de Bravo"	"Infraestructura Hídrica"	247799.94	NA	2022	"Construcción del sistema de agua potable para beneficiar a la localidad de Santa Ana Hueytlalpan en el municipio de Tulancingo de Bravo"	TRUE
1288	13077	"Tulancingo de Bravo"	"Vivienda Asequible"	879000.99	NA	2022	"Construcción de cuarto dormitorio, en el municipio de Tulancingo de Bravo"	TRUE
1289	13077	"Tulancingo de Bravo"	"Vialidades Urbanas"	1751460.85	749	2023	"Construcción de pavimentación hidráulica en la calle de acceso al IMSS, Subdelegación Tulancingo, en el municipio de Tulancingo"	TRUE
1290	13077	"Tulancingo de Bravo"	"Vialidades Urbanas"	346209.45	5308	2024	"Terminación de la pavimentación del acceso al IMSS, en el municipio de Tulancingo de Bravo"	TRUE
1291	13077	"Tulancingo de Bravo"	"Infraestructura Hídrica"	4320068.04	516	2024	"Construcción del sistema de alcantarillado sanitario en la localidad de Tepalzingo municipio de Tulancingo de Bravo"	TRUE
1292	13077	"Tulancingo de Bravo"	"Espacios Públicos"	3786797.48	NA	2023	"Mejoramiento de la base de operaciones mixtas de la Secretaría de Seguridad Pública de Hidalgo, en Tulancingo de Bravo, Hgo."	TRUE
1293	13077	"Tulancingo de Bravo"	"Infraestructura Carretera"	31504589.26	106163	2023	"Rehabilitación de la Carretera Estatal paso por Tulancingo."	TRUE
1294	13077	"Tulancingo de Bravo"	"Infraestructura Carretera"	161171588.59	NA	2023	"Construcción del Distribuidor Vial Entronque Carretera Federal Tuxpan - Jaltepec, en el Municipio de Tulancingo de Bravo."	TRUE
1295	13077	"Tulancingo de Bravo"	"Vialidades Urbanas"	4837482.05	NA	2023	"Pavimentación asfáltica de acceso a Base de Operaciones Mixtas Tulancingo."	TRUE
1296	13077	"Tulancingo de Bravo"	"Vialidades Urbanas"	1715506.09	NA	2023	"Construcción de pavimentación hidráulica en la calle Ana Lamanche, en el municipio de Tulancingo"	TRUE
1297	13077	"Tulancingo de Bravo"	"Vialidades Urbanas"	2903814	NA	2023	"Pavimentación hidráulica de calle del Moral entre Río y calle Bugambilia, col. El Paraíso, municipio de Tulancingo"	TRUE
1298	13077	"Tulancingo de Bravo"	"Vivienda Asequible"	661424.3	NA	2024	"Construcción de cuartos dormitorios en el municipio de Tulancingo de Bravo"	TRUE
1299	13077	"Tulancingo de Bravo"	"Espacios Públicos"	792325.84	106163	2024	"Rehabilitación de CGI de Tulancingo"	TRUE
1300	13077	"Tulancingo de Bravo"	"Infraestructura Carretera"	16820133.61	NA	2024	"Rehabilitación de la carretera paso por Tulancingo, municipio de Tulancingo de Bravo"	FALSE
1301	13077	"Tulancingo de Bravo"	"Infraestructura Carretera"	24405887.4	NA	2024	"Reubicación de línea media tensión crucero Tulancingo - Jaltepec y obras adicionales, en el municipio de Tulancingo de Bravo."	FALSE
1302	13077	"Tulancingo de Bravo"	"Infraestructura Hídrica"	6173144.7	NA	2024	"Estudios y proyectos para la recarga artificial de acuíferos sobreexplotados Valle de Tulancingo"	TRUE
1303	13077	"Tulancingo de Bravo"	"Espacios Públicos"	21418953.83	NA	2024	"Trabajos complementarios para la Unidad Básica de Rehabilitación (UBR) de Tulancingo de Bravo"	TRUE
1304	13077	"Tulancingo de Bravo"	"Infraestructura Carretera"	31323293.11	2248	2024	"Reconstrucción del libramiento Tulancingo - Metepec, en el municipio de Tulancingo de Bravo"	TRUE
1305	NA	"Cobertura Estatal"	"Infraestructura Hídrica"	2793079.4962	NA	2023	"Indirectos para Supervisión Técnica"	FALSE
1306	NA	"Cobertura Estatal"	"Infraestructura Hídrica"	570295.44	NA	2024	"AHC Hipoclorito de calcio"	FALSE
1307	NA	"Cobertura Estatal"	"Infraestructura Hídrica"	26963.04	NA	2024	"ACS Hipoclorito de sodio"	FALSE
1308	NA	"Cobertura Estatal"	"Infraestructura Hídrica"	1394999.88	NA	2024	"EQ6Ad- Filtro domiciliario"	FALSE
1309	NA	"Cobertura Estatal"	"Infraestructura Hídrica"	1278900	NA	2024	"EQ6Ac- Filtro comunitario"	FALSE
1310	NA	"Cobertura Estatal"	"Infraestructura Hídrica"	1462943.36	NA	2024	"Atención Social y Participación Comunitaria"	FALSE
1311	NA	"Cobertura Estatal"	"Infraestructura Hídrica"	2e+06	NA	2024	"Fortalecimiento de Capacidades"	FALSE
1312	NA	"Cobertura Estatal"	"Infraestructura Hídrica"	1914870	NA	2024	"Fortalecimiento de Espacios de Cultura del Agua"	FALSE
1313	NA	"Cobertura Estatal"	"Infraestructura Hídrica"	781560	NA	2024	"Material Didáctico Inédito de Cultura del Agua"	FALSE
1314	NA	"Cobertura Estatal"	"Infraestructura Hídrica"	1297112	NA	2024	"Material Didáctico Adquirido de Cultura del Agua"	FALSE
1315	NA	"Cobertura Estatal"	"Infraestructura Hídrica"	29592.03	NA	2024	"DCA-01 Mobiliario de oficina para el laboratorio de calidad del agua"	FALSE
