"No.","Municipio_Original","CVEGEO","NOM_MUN","Rubro","Ejercicio","Obra","Localidad","Inversión","Avance","Habitantes beneficiados"
"639","Nopala De Villagran","13044","Nopala de Villagrán","Vialidades Urbanas","2023","Construcción de empedrado ahogado de camino San Isidro a colonia Guadalupe El Astillero en el municipio de Nopala de Villagrán","San Isidro",6791259.12,"1","9"
"637","Nopala De Villagran","13044","Nopala de Villagrán","Infraestructura Hídrica","2024","Perforación exploratoria de pozo profundo para extracción de agua potable en el paraje del pozo El Varal municipio de Nopala de Villagrán.","El Jagüey",2928194.9,"0.2","1409"
"638","Nopala De Villagran","13044","Nopala de Villagrán","Infraestructura Carretera","2023","Reconstrucción de la C.E. Maravillas - Límites del Estado de Hidalgo (El Tepeyac)","Maravillas",14509694.99,"1","1098"
"636","Nopala De Villagran","13044","Nopala de Villagrán","Infraestructura Hídrica","2023","Perforación de pozo profundo de agua potable para uso urbano primera etapa en la localidad de El Jagüey Municipio de Nopala de Villagran Hgo.","El Jagüey",2262100,"0.15","1409"
"642","Omitlan De Juarez","13045","Omitlán de Juárez","Vialidades Urbanas","2023","Pavimentación de concreto hidráulico en la localidad del Comanche municipio de Omitlán de Juárez","El Comanche",967882.91,"1","287"
"644","Omitlan De Juarez","13045","Omitlán de Juárez","Vialidades Urbanas","2025","Construcción de pavimentación hidráulica en la Localidad de Morelos en el municipio de Omitlán de Juárez","Morelos",24104002.93,"0","253"
"641","Omitlan De Juarez","13045","Omitlán de Juárez","Vivienda Asequible","2024","Construcción de cuartos dormitorios en el municipio de Omitlán de Juárez","Cruz de Omitlán El Mirador El Resbalón Morelos San Antonio El Paso Santa Elena Tres Cañadas",2248842.62,"0","NA"
"647","Omitlan De Juarez","13045","Omitlán de Juárez","Espacios Públicos","2024","Rehabilitación del inmueble para cuartel de policía en el crucero  Omitlán - Huasca municipio de Omitlán de Juárez","Omitlán de Juárez",4973687.05,"0.56130000000000002","NA"
"643","Omitlan De Juarez","13045","Omitlán de Juárez","Infraestructura Hídrica","2022","Construcción de línea de conducción de agua potable tramo La Atarjea - El Tejocote - Bo El Piojo municipio de Omitlán de Juárez etapa uno de dos.","El Tejocote",2027104.81,"1","102"
"649","Omitlan De Juarez","13045","Omitlán de Juárez","Vialidades Urbanas","2023","Pavimentación de Concreto Hidráulico tramo La Iglesia en la localidad de Puentecillas municipio de Omitlán de Juárez","Puentecillas",1922864.21,"1","452"
"645","Omitlan De Juarez","13045","Omitlán de Juárez","Espacios Públicos","2024","Arco de Bienvenida Omitlán de Juárez.","Omitlán de Juárez",956734.93,"1","NA"
"651","Omitlan De Juarez","13045","Omitlán de Juárez","Vialidades Urbanas","2023","Pavimentación de concreto hidráulico tramo Velasco el Mirador municipio de Omitlán de Juárez","Velasco",970125.11,"1","553"
"650","Omitlan De Juarez","13045","Omitlán de Juárez","Infraestructura Hídrica","2023","Rehabilitación de línea de conducción de sistema de agua potable Morelos - Rincón Chico en el municipio de Omitlan de Juárez Hidalgo.","Rincón Chico",11405040.15,"1","433"
"648","Omitlan De Juarez","13045","Omitlán de Juárez","Infraestructura Hídrica","2024","Perforación exploratoria y equipamiento de pozo profundo Rincón Chico en el municipio de Omitlán de Juárez","Omitlán de Juárez",11618365.86,"0.35","NA"
"646","Omitlan De Juarez","13045","Omitlán de Juárez","Espacios Públicos","2024","Iluminación de calle principal de Omitlán de Juárez.","Omitlán de Juárez",5611854.21,"1","1500"
"654","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2022","Mejoramiento del Módulo de Medidas Especiales","Los Encinos",3658262.8,"1","48"
"655","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2022","Colector pluvial Ferrocarril Central - Dren Santa Julia municipio de Pachuca de Soto","Pachuca de Soto",3691385.19,"1","297848"
"656","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2023","Sustitución de red de alcantarillado sanitario Colonias San Bartolo tramo Prlolongación Yucatán - Calzada Veracruz municipio de Pachuca de SotoHgo.","Pachuca de Soto",3837089.46,"1","NA"
"657","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2023","Sustitución de red de alcantarillado sanitario en calles San Gabriel Prolongación Sonora y Santa Catalina colonia San Bartolo municipio de Pachuca de Soto Hgo.","Pachuca de Soto",5263119.8,"1","NA"
"658","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2023","Construcción del colector pluvial circuito Nuevo Pachuca Col. Juan C. Doria","Pachuca de Soto",31702926.43,"1","297848"
"667","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2023","Uniformes personal CAASIM","Pachuca de Soto",1452209.8,"0","NA"
"668","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2023","Prendas de protección","Pachuca de Soto",2317414.3,"0","NA"
"669","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2023","Certificación de laboratorio CAASIM (1ra. Etapa)","Pachuca de Soto",2845354.65,"0","NA"
"670","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2023","Policía Hidríca de CAASIM","Pachuca de Soto",3379209,"0","NA"
"671","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2023","Adquisición de equipos de bombeo para pozos
y plantas de bombeo.","Pachuca de Soto",3855060.02,"0","NA"
"672","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2023","Adquisición de grua con plataforma para operación en Pozo","Pachuca de Soto",7000000,"0","NA"
"681","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2023","Adquisición de 3 carros cisterna con tanque en acero inoxidable de 10m3 de capacidad.","Pachuca de Soto",8831238.21,"1","NA"
"682","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2023","Telemetría control y comunicación para tanques y rebombeos","Pachuca de Soto",16179954.26,"1","NA"
"653","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Carretera","2023","Construcción del Boulevard de acceso al Huixmi en el municipio de Pachuca de Soto","El Huixmí",33287521.73,"1","3294"
"680","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2023","Adquisión de grúa telescópica de 80 tolenadas 49.5 metros 2881 kN-m","Pachuca de Soto",17082020.42,"1","NA"
"685","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2023","Sistema de control Administrativo y Operativo de Agua CAASIM","Pachuca de Soto",40000000,"1","NA"
"673","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2023","Adquisición de 3 carros cisterna con tanque en acero inoxidable de 10m3 de capacidad.","Pachuca de Soto",8000000,"0","NA"
"683","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2023","Proyecto de video vigilancia para estaciones y centros de control","Pachuca de Soto",13055790.8,"1","NA"
"684","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2023","Servicio de mantenimiento a tanques de bombeo y rebombeo","Pachuca de Soto",39999625.48,"1","NA"
"676","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2023","Estudio de eficiencia energética electromecánica y balance hidráulico de 52 pozos de extracción de agua potable en CAASIM","Pachuca de Soto",15999880,"0","NA"
"677","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2023","Adquisición de equipo hidroneumático de desazolve para la limpieza de alcantarillados por agua a presión y succión","Pachuca de Soto",17000000,"0","NA"
"674","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2023","Mantenimiento de las Instalaciones del Pozo 2 las Garzas.","Pachuca de Soto",12000000,"0","NA"
"652","Pachuca De Soto","13048","Pachuca de Soto","Vialidades Urbanas","2023","Pavimentación de Calzada Veracruz a San Bartolo en la localidad de San Bartolo en el municipio de Pachuca de Soto.","Ejido San Bartolo",5809578.14,"1","9"
"693","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2023","Ampliación de módulo de pesas y anexo a campo de tiro con arco en el Centro Deportivo Hidalguense y de Alto Rendimiento","Pachuca de Soto",683652.87,"1","NA"
"694","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2023","Mantenimiento correctivo de impermeabilización en el inmueble de la Procuraduría General de Justicia del Estado de Hidalgo ubicado en Pachuca de Soto Hgo.","Pachuca de Soto",967952.99,"1","NA"
"695","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2022","Mejoramiento de la Base de Operaciones de Ixmiquilpan Hgo. de la Secretaría de Seguridad Pública","Pachuca de Soto",1452808.94,"1","NA"
"696","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2022","Mejoramiento de la Secretaría de Seguridad Pública","Pachuca de Soto",1232011.98,"1","NA"
"697","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2022","Mejoramiento del Cuartel la Paz de la Secretaría de Seguridad Pública","Pachuca de Soto",1296011.84,"1","NA"
"698","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2023","Sistema de alumbrado y construcción de cisterna en cancha de futbol soccer CEDAR.","Pachuca de Soto",784752.04,"1","NA"
"659","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2023","Construcción del dren pluvial Nopancalco - Tezontle","Pachuca de Soto",78016684.52,"0.99990000000000001","NA"
"660","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2023","Rehabilitación del dren pluvial Las Torres","Pachuca de Soto",73320199.89,"1","NA"
"675","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2023","Programa de localizacion de fugas 1ra. Etapa vía satelital","Pachuca de Soto",14000000,"0","NA"
"662","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2023","Sustitución de red de distribución de agua potable de 4"" de diámetro en la calle Vicente Segura Colonia Adolfo López Mateos Pachuca de Soto Hidalgo","Pachuca de Soto",951000,"1","NA"
"663","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2022","Inversión de 1.3 mdp en sustitución de línea de agua potable en calle Sonora Colonia Nuevo San Bartolo del municipio de Pachuca.","Pachuca de Soto",1339774.62,"1","NA"
"678","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2023","Adquisición de variadores de velocidad para su integración al Sistema Telemetría y Control","Pachuca de Soto",21491999.97,"0","NA"
"665","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2023","Sustitución de red de distribución en fraccionamiento Rancho La Colonia Municipio de Pachuca Hidalgo","Pachuca de Soto",4634087.72,"1","NA"
"666","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2022","Inversión de 1.4 mdp en mantenimiento a planta de tratamiento de aguas residuales las Garzas","Pachuca de Soto",1424190,"1","NA"
"747","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Carretera","2023","Rehabilitación de pavimento asfáltico Antigua Carretera México - Pachuca colonia Santa Julia","Pachuca de Soto",7030355.86,"1","NA"
"748","Pachuca De Soto","13048","Pachuca de Soto","Vialidades Urbanas","2023","Pavimentación y construcción de drenaje sanitario de Avenida Principal en colonia Ampliación El Palmar municipio de Pachuca de Soto.","Pachuca de Soto",7432300.66,"0.65","NA"
"749","Pachuca De Soto","13048","Pachuca de Soto","Vialidades Urbanas","2023","Boulevard Minero (crucero semaforizado para acceso a Centro de Justicia) en el municipio de Pachuca de Soto","Pachuca de Soto",2220438.81,"1","NA"
"750","Pachuca De Soto","13048","Pachuca de Soto","Vialidades Urbanas","2023","Rehabilitación de calle Principal en la colonia San Cayetano en el municipio de Pachuca de Soto.","Pachuca de Soto",5809440.35,"1","NA"
"751","Pachuca De Soto","13048","Pachuca de Soto","Vialidades Urbanas","2023","Rehabilitación de Circuito 11 de Julio colonia 11 de Julio en el municipio de Pachuca de Soto.","Pachuca de Soto",4839177.8,"1","NA"
"752","Pachuca De Soto","13048","Pachuca de Soto","Vialidades Urbanas","2023","Reconstrucción de carpeta asfáltica Av. Ayuntamiento y Prolongación Ayuntamiento en fraccionamiento Colosio en el municipio de Pachuca de Soto.","Pachuca de Soto",7409411.87,"1","NA"
"753","Pachuca De Soto","13048","Pachuca de Soto","Vialidades Urbanas","2023","Reconstrucción de carpeta asfáltica Av. Piracantos (2 Cuerpos) en fraccionamiento Piracantos en el municipio de Pachuca de Soto.","Pachuca de Soto",9173715.19,"1","NA"
"754","Pachuca De Soto","13048","Pachuca de Soto","Vialidades Urbanas","2023","Pavimentación asfáltica en la localidad de San Miguel Cerezoen el Municipio de Pachuca de Soto","Pachuca de Soto",2906025.01,"1","NA"
"755","Pachuca De Soto","13048","Pachuca de Soto","Vialidades Urbanas","2023","Rehabilitación de acceso a fraccionamiento Bosques del Peñar en el municipio de Pachuca de Soto","Pachuca de Soto",8278807.6,"1","NA"
"756","Pachuca De Soto","13048","Pachuca de Soto","Vialidades Urbanas","2023","Rehabilitación de calle principal colonia Santa Julia en el municipio de Pachuca de Soto","Pachuca de Soto",4928798.79,"1","NA"
"664","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2022","Inversión de 1.4 mdp en mantenimiento y mejoramiento a planta potabilizadora San Juan.","Pachuca de Soto",1443156,"1","NA"
"758","Pachuca De Soto","13048","Pachuca de Soto","Vialidades Urbanas","2023","Rehabilitación de Av. Ayuntamiento en fraccionamiento Colosio municipio de Pachuca de Soto","Pachuca de Soto",2422257.71,"1","NA"
"759","Pachuca De Soto","13048","Pachuca de Soto","Vialidades Urbanas","2023","Rehabilitación de calle principal colonia Cubitos en el municipio de Pachuca de Soto","Pachuca de Soto",2906072.3,"1","NA"
"760","Pachuca De Soto","13048","Pachuca de Soto","Vialidades Urbanas","2023","Reconstrucción de concreto hidráulico de calle Canarios y calle 24 de Febrero San Antonio el Desmonte en el municipio de Pachuca de Soto","Pachuca de Soto",4508958.66,"1","NA"
"761","Pachuca De Soto","13048","Pachuca de Soto","Vialidades Urbanas","2023","Rehabilitación de acceso principal a colonia Loma Bonita municipio de Pachuca de Soto.","Pachuca de Soto",9682650,"1","NA"
"762","Pachuca De Soto","13048","Pachuca de Soto","Vialidades Urbanas","2023","Rehabilitación de calle principal en la colonia Real Toledo municipio de Pachuca de Soto.","Pachuca de Soto",5958000,"1","NA"
"763","Pachuca De Soto","13048","Pachuca de Soto","Vialidades Urbanas","2023","Rehabilitación de Av. Federalismo colonia El Palmar en el municipio de Pachuca de Soto.","Pachuca de Soto",6773808.98,"1","NA"
"764","Pachuca De Soto","13048","Pachuca de Soto","Vialidades Urbanas","2023","Rehabilitación de Av. Principal en la colonia Plutarco Elías Calles en el municipio de Pachuca de Soto.","Pachuca de Soto",9678130,"1","NA"
"765","Pachuca De Soto","13048","Pachuca de Soto","Vialidades Urbanas","2023","Reconstrucción del Boulevard Centenario de la Revolución de 1910 en el municipio de Pachuca de Soto.","Pachuca de Soto",12500844.72,"1","NA"
"766","Pachuca De Soto","13048","Pachuca de Soto","Vialidades Urbanas","2023","Reconstrucción de carpeta asfáltica en calle General Nicolás Flores del km. 0+000 al km. 0+600 en la colonia Juan C. Doria municipio de Pachuca de Soto","Pachuca de Soto",4485745.94,"1","NA"
"767","Pachuca De Soto","13048","Pachuca de Soto","Vialidades Urbanas","2023","Rehabilitación de calle principal colonia El Arbolito en el municipio de Pachuca de Soto.","Pachuca de Soto",2905602.63,"1","NA"
"768","Pachuca De Soto","13048","Pachuca de Soto","Vialidades Urbanas","2023","Construcción de pavimento de concreto hidráulico en Calle Valle de Cerato en el municipio de Pachuca.","Pachuca de Soto",1211601.25,"1","NA"
"769","Pachuca De Soto","13048","Pachuca de Soto","Vialidades Urbanas","2023","Construcción de Pavimento de Concreto Hidráulico en Calle Alfonso Corona del Rosal en el Municipio de Pachuca.","Pachuca de Soto",1101069,"1","NA"
"757","Pachuca De Soto","13048","Pachuca de Soto","Vialidades Urbanas","2023","Rehabilitación de carpeta asfáltica de 1.70 km de calle Plan de San Luis del km 0+000 al km. 1+700 en la col. 20 de Noviembre en el municipio de Pachuca de Soto","Pachuca de Soto",2705701.14,"1","NA"
"771","Pachuca De Soto","13048","Pachuca de Soto","Vialidades Urbanas","2023","Construcción de pavimento de concreto hidráulico banquetas y guarniciones en las Calles Campo de Tiro y Alfonso Corona del Rosal en el Municipio de Pachuca.","Pachuca de Soto",849758.94,"1","NA"
"772","Pachuca De Soto","13048","Pachuca de Soto","Vialidades Urbanas","2023","Rehabilitación de Carpeta Asfáltica en la Calle Felipe Angeles en la Colonia Periodistas en el Municipio de Pachuca..","Pachuca de Soto",1508854.87,"1","NA"
"773","Pachuca De Soto","13048","Pachuca de Soto","Vialidades Urbanas","2023","Pavimentación Hidráulica en la Calle 8 en la Colonia Parque de Poblamiento en el Municipio de Pachuca.","Pachuca de Soto",420527.72,"1","NA"
"774","Pachuca De Soto","13048","Pachuca de Soto","Vialidades Urbanas","2023","Pavimentación Hidráulica en la Calle Andador 1-A Manzana M en el Fraccionamiento Plutarco Elías Calles en el Municipio de Pachuca.","Pachuca de Soto",1358716.82,"1","NA"
"775","Pachuca De Soto","13048","Pachuca de Soto","Vialidades Urbanas","2023","Rehabilitación de pavimento asfáltico Av. Universidad - Entronque Blvd. Colosio","Pachuca de Soto",13816996.37,"1","NA"
"776","Pachuca De Soto","13048","Pachuca de Soto","Vialidades Urbanas","2022","Pavimentación hidráulica en calle Justo Sierra colonia San Antonio el Desmonte municipio de Pachuca de Soto","Pachuca de Soto",966106.45,"1","NA"
"777","Pachuca De Soto","13048","Pachuca de Soto","Vialidades Urbanas","2022","Construcción de pavimentación de concreto asfáltico en calle Otilio Vargas del fraccionamiento Juan C. Doria municipio de Pachuca de Soto","Pachuca de Soto",311850.35,"1","NA"
"778","Pachuca De Soto","13048","Pachuca de Soto","Vialidades Urbanas","2022","Pavimentación hidráulica de calle Chapultepec colonia ampliación San Antonio municipio de Pachuca de Soto","Pachuca de Soto",668170.3,"1","NA"
"779","Pachuca De Soto","13048","Pachuca de Soto","Vialidades Urbanas","2022","Construcción de pavimento de concreto asfáltico en calle Santa María Regla del fraccionamiento Juan C. Doria municipio de Pachuca de Soto","Pachuca de Soto",409190.92,"1","NA"
"780","Pachuca De Soto","13048","Pachuca de Soto","Vialidades Urbanas","2022","Construcción de pavimentación de concreto asfáltico en calle San Miguel Regla del fraccionamiento Juan C. Doria municipio de Pachuca de Soto","Pachuca de Soto",1058183.27,"1","NA"
"781","Pachuca De Soto","13048","Pachuca de Soto","Vialidades Urbanas","2022","Pavimentación hidráulica de calle Santa Rosa colonia San Cayetano municipio de Pachuca de Soto","Pachuca de Soto",1335221.83,"1","NA"
"661","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2023","Sustitución de línea de distribución por gravedad de agua potable de 6"" de diámetro sobre calle 1ro. de Mayo tramo antigua carretera La Paz a calle Miguel Hidalgo y Costilla colonia Venta Prieta municipio de Pachuca de Soto Hidalgo.","Pachuca de Soto",882907.8,"1","NA"
"783","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2024","Sustitución de linea de conducción por bombeo de agua potable de 18 pulgadas de diametro sobre Blvd. Santa Catarina tramo: La Herradura-Tanque Nopalcalco etapa 4 de 4 Municipio de Pachuca de Soto Hgo.","Pachuca de Soto",6416305.65,"0.65","297848"
"784","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2024","Sustitución de linea de conducción por bombeo de agua potable de 18 pulgadas de diametro sobre Blvd. Santa Catarina tramo: La Herradura-Tanque Nopalcalco etapa 3 de 4 Municipio de Pachuca de Soto Hgo.","Pachuca de Soto",6669996.38,"0.7","NA"
"785","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2024","Sustitución de linea de conducción por bombeo de agua potable de 18 pulgadas de diametro sobre Blvd. Santa Catarina tramo: La Herradura-Tanque Nopalcalco etapa 2 de 4 Municipio de Pachuca de Soto Hgo.","Pachuca de Soto",7201217.31,"0.9","NA"
"786","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2024","Sustitución de linea de conducción por bombeo de agua potable de 18 pulgadas de diametro sobre Blvd. Santa Catarina tramo: La Herradura-Tanque Nopalcalco etapa 1 de 4 Municipio de Pachuca de Soto Hgo.","Pachuca de Soto",6642044.39,"1","NA"
"787","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2024","Sustitución de línea de agua potable sobre calle San Martín de Porres y Fray Juan de Zumarraga Colonia Nueva Francisco I. Madero","Pachuca de Soto",3428860.47,"0.95","NA"
"788","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2024","Sustitución de línea de agua potable sobre calle Fernández de Lizardi Colonia Nueva Francisco I. Madero.","Pachuca de Soto",3026129.6,"0.76","NA"
"789","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2024","Adquisición de dos camiones cisterna de 10 m3 de capacidad","Pachuca de Soto",6770615.96,"1","NA"
"790","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2024","Adquisición de montacargas de 3000kg","Pachuca de Soto",1650000.24,"1","NA"
"791","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2024","Adquisición de medidores para el sistema comercial de la CAASIM.","Pachuca de Soto",6999415.59,"1","NA"
"792","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2024","Adquisición de equipo séptico hidroneumático para aguas negras.","Pachuca de Soto",5500000,"1","NA"
"793","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2024","Adquisición de grúa tipo Hiab","Pachuca de Soto",6676345.13,"1","NA"
"794","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2024","Adquisición de equipo de cómputo y servidores.","Pachuca de Soto",20000000,"En proceso de validación","NA"
"795","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2024","Equipamiento para regulación de presiones y sectorización de red hidráulica en colonias con deficiencias.","Pachuca de Soto",19587491.39,"En proceso de validación","NA"
"796","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2024","Adquisición de transformadores tipo seco y pedestal.","Pachuca de Soto",14982608.7,"1","NA"
"797","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2024","Equipamiento para el Seguimiento al Proceso Comercial","Pachuca de Soto",1074564.84,"En proceso de validación","NA"
"798","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2024","Equipamiento de oficinas y actualización de equipo terrestre","Pachuca de Soto",7154637.56,"En proceso de validación","NA"
"799","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2024","Sustitución de red de alcantarillado sanitario calle Fernández de Lizardi y calle Norte 2 Colonia Nueva Francisco I. Madero ","Pachuca de Soto",3008564.21,"0.96","NA"
"679","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2023","Programa de reparación de fugas 2da. Etapa (Contratista repara) Topos","Pachuca de Soto",25500000,"0","NA"
"801","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2024","Sustitución de líneas generales de alcantarillado Sanitario Avenida Minería Colonia Real de Minas Pachuca de Soto .970 metros lineales en 12 pulgadas","Pachuca de Soto",1388520,"En proceso de validación","NA"
"802","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2024","Sustición de líneas sanitarias calle Delegación Agraria colonia Santa Julia","Pachuca de Soto",548100,"en proceso de validación","NA"
"803","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2024","Sustitución de línea Sanitarias Calle Gómez Farías Colonia Centro","Pachuca de Soto",1556683.52,"en proceso de validación","NA"
"804","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2024","Sustitución de línea Sanitarias Calle Fray Toralto Boulevares de San Francisco","Pachuca de Soto",1218000,"en proceso de validación","NA"
"805","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2024","Sustitución de línea Sanitarias Calle Gral. Iganacio Mejía Col. Periodista Tramo Ríos de las Avenidas a Felipe Ángeles","Pachuca de Soto",669900,"en proceso de validación","NA"
"806","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2024","Obras emergentes de renovación de Infraestructura Sanitaria Red Real de Minas","Pachuca de Soto",11832000,"en proceso de validación","NA"
"686","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2023","Perforación y equipamiento electromecánico en sustitución de pozo Zona Industrial La Paz (Pozo 2 Las Garzas) Municipio de Pachuca de Soto Hidalgo.","Pachuca de Soto",16026816.28,"1","NA"
"687","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2023","Perforación y equipamiento electromecánico del pozo C. Doria Pachuca de Soto Hidalgo","Pachuca de Soto",16510710.35,"1","NA"
"688","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2023","Perforación y equipamiento electromecánico del pozo ""Colosio"" Pachuca de Soto Hidalgo.","Pachuca de Soto",16626916.82,"1","NA"
"770","Pachuca De Soto","13048","Pachuca de Soto","Vialidades Urbanas","2023","Pavimentación hidráulica en la calle 9 en la Colonia Parque de Poblamiento en el Municipio de Pachuca.","Pachuca de Soto",1357560.41,"1","NA"
"690","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2022","Inversión de 10.6 mdp en la rehabilitación menor a 30 pozos de la zona metropolitana de Pachuca.","Pachuca de Soto",10609488.4,"1","NA"
"691","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2023","Mantenimiento correctivo de impermeabilización en Palacio de Gobierno del Estado de Hidalgo Pachuca de Soto Hgo.","Pachuca de Soto",1587720.33,"1","NA"
"692","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2023","Corredor Seguro de la Red Integrada de Transporte del Corredor Uno de la Zona Metropolitana de Pachuca","Pachuca de Soto",9678480.33,"1","NA"
"814","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2024","Construcción de vía escénica y plaza de los comensales del Parque David Ben Gurión en Pachuca de Soto.","Pachuca de Soto",91871708.49,"0.72599999999999998","NA"
"815","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2024","Construcción de espacios recreativos y culturales del Parque David Ben Gurión en Pachuca de Soto.","Pachuca de Soto",77808834.26,"0.76090000000000002","NA"
"816","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2024","Adquisición de árboles para atender las medidas de compensación del manifiesto de impacto ambiental en el parque David Ben Gurión en Pachuca de Soto.","Pachuca de Soto",3933444,"0","NA"
"817","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2024","Trabajos preliminares para la construcción de las nuevas oficinas de Gobierno en Pachuca de Soto.","Pachuca de Soto",24013360.94,"0.98159999999999992","NA"
"818","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2024","Construcción de cimentación y estructura de las nuevas Oficinas de Gobierno en Pachuca de Soto.","Pachuca de Soto",128617645.29,"0.2301","NA"
"819","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2024","Rehabilitación de piso de la explanada ""Plaza Juárez"".","Pachuca de Soto",25185658.49,"1","NA"
"699","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2023","Sistema de alumbrado y malla perimetral en cancha de futbol soccer Aeropuerto en el municipio de Pachuca de Soto.","Pachuca de Soto",425678.12,"1","NA"
"700","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2023","Remodelación del Centro de Rehabilitación Integral de Hidalgo (CRIH).","Pachuca de Soto",3508569.77,"0.9840000000000001","NA"
"701","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2023","Estudio y proyecto para la remodelación de la Plaza Independencia en el municipio de Pachuca.","Pachuca de Soto",8220255.54,"1","NA"
