"ID"	"No."	"NOM_MUN"	"Rubro"	"Ejercicio"	"Obra"	"Localidad"	"Habitantes beneficiados"	"Ejecutora"	"Trabajos"	"tiene_geo"
"628_Nicolás Flores"	628	"Nicolás Flores"	"Infraestructura Carretera"	2023	"Reconstrucción de la C.E. Acceso a Nicolás Flores"	"Nicolás Flores"	404	"DGOPI"	"Considera trabajos para la reconstrucción y/o conservación de Infraestructura Carretera en la localidad de Nicolás Flores municipio de Nicolás Flores"	TRUE
"629_Nicolás Flores"	629	"Nicolás Flores"	"Infraestructura Carretera"	2025	"Reconstrucción de la C.E. Acceso a Nicolás Flores, segunda etapa, en la localidad Santa Cruz, en el municipio de Nicolás Flores"	"Santa Cruz"	NA	"SIPDUS"	NA	TRUE
"63_Alfajayucan"	63	"Alfajayucan"	"Infraestructura Carretera"	2023	"Pavimentación asfáltica de camino El Madho, municipio de Alfajayucan"	"Madho Corrales"	122	"DGOPI"	"Considera los trabajos de capa subbase, riego de impregnación, suministro y aplicación de riego de liga con emulsión asfáltica"	TRUE
"634_Nicolás Flores"	634	"Nicolás Flores"	"Infraestructura Hídrica"	2023	"Construcción del sistema de alcantarillado sanitario y rehabilitación de planta de tratamiento de aguas residuales (2da etapa) para beneficiar a la localidad de Villa Hermosa; en el municipio de Nicolás Flores"	"Villa Hermosa"	270	"SIPDUS"	"Considera los trabajos para la  Construcción de la planta de tratamiento de aguas residuales en la localidad de Villa Hermosa municipio de Nicolás Flores."	TRUE
"635_Nopala de Villagrán"	635	"Nopala de Villagrán"	"Infraestructura Carretera"	2025	"Reconstrucción de pavimentación asfáltica de la C.E. Saucillo - Nopala (tercera etapa), en el municipio de Nopala de Villagrán"	"San Sebastián Tenochtitlán"	9051	"DGCCE"	"Se realizaran los trabajos de preliminares, terracerías, construcción de base hidráulica, riego de impregnación, carpeta asfáltica, señalamiento horizontal y obras complementarias."	TRUE
"636_Nopala de Villagrán"	636	"Nopala de Villagrán"	"Infraestructura Hídrica"	2023	"Perforación de pozo profundo de agua potable, para uso urbano, primera etapa, en la localidad de El Jagüey, Municipio de Nopala de Villagran, Hgo."	"El Jagüey"	1409	"SIPDUS"	"Considera los trabajos de preliminares, perforación de pozo en la localidad de El Jagüey municipio de Nopala de Villagrán"	TRUE
"637_Nopala de Villagrán"	637	"Nopala de Villagrán"	"Infraestructura Hídrica"	2024	"Perforación exploratoria de pozo profundo para extracción de agua potable en el paraje del pozo El Varal, municipio de Nopala de Villagrán."	"El Jagüey"	1409	"DGIVC"	"Considera los trabajos de preliminares, perforación de pozo en la localidad de El Jagüey municipio de Nopala de Villagrán"	FALSE
"638_Nopala de Villagrán"	638	"Nopala de Villagrán"	"Infraestructura Carretera"	2023	"Reconstrucción de la C.E. Maravillas - Límites del Estado de Hidalgo (El Tepeyac)"	"Maravillas"	1098	"DGCCE"	"Considera trabajos para la reconstrucción y/o conservación de Infraestructura Carretera en la localidad de Maravillas municipio de Nopala de Villagrán"	TRUE
"64_Alfajayucan"	64	"Alfajayucan"	"Infraestructura Hídrica"	2024	"Perforación del Pozo Profundo en la localidad de San Francisco Sacachichilco, municipio de Alfajayucan, Hgo. (Perforación exploratoria)"	"San Francisco Sacachichilco"	801	"CEAA"	"Considera los trabajos de preliminares, perforación de pozo en la localidad de San Francisco Sacachichilco municipio de Alfajayucan"	TRUE
"640_Nopala de Villagrán"	640	"Nopala de Villagrán"	"Infraestructura Carretera"	2024	"Reconstrucción de pavimentación asfáltica de la C.E. Saucillo - Nopala (Segunda etapa), en el municipio de Nopala de Villagran"	"San Sebastián Tenochtitlán"	9051	"DGIVC"	"Considera los trabajos de la operación de escarificación, disgregado, construcción de base hidráulica, suministro y aplicación de riego de liga con emulsión asfáltica."	TRUE
"643_Omitlán de Juárez"	643	"Omitlán de Juárez"	"Infraestructura Hídrica"	2022	"Construcción de línea de conducción de agua potable tramo La Atarjea - El Tejocote - Bo El Piojo, municipio de Omitlán de Juárez, etapa uno de dos."	"El Tejocote"	102	"CEAA"	"Considera los trabajos de instalación de tubería, rellenos con material producto de excavación, prueba de la tubería en la comunidad."	TRUE
"645_Omitlán de Juárez"	645	"Omitlán de Juárez"	"Espacios Públicos"	2024	"Arco de Bienvenida Omitlán de Juárez."	"Omitlán de Juárez"	NA	"DGIVC"	"Considera trabajos en infraestructura del Espacio Público en el municipio de Omitlán de Juárez."	TRUE
"646_Omitlán de Juárez"	646	"Omitlán de Juárez"	"Espacios Públicos"	2024	"Iluminación de calle principal de Omitlán de Juárez."	"Omitlán de Juárez"	1500	"DGOPI"	"Considera trabajos en infraestructura eléctrica en el municipio de Omitlán de Juárez."	TRUE
"647_Omitlán de Juárez"	647	"Omitlán de Juárez"	"Espacios Públicos"	2024	"Rehabilitación del inmueble para cuartel de policía en el crucero  Omitlán - Huasca, municipio de Omitlán de Juárez"	"Omitlán de Juárez"	NA	"SIPDUS"	"Considera trabajos en infraestructura en Seguridad Pública en el cuartel de policía en el municipio de Omitlán de Juárez."	TRUE
"648_Omitlán de Juárez"	648	"Omitlán de Juárez"	"Infraestructura Hídrica"	2024	"Perforación exploratoria y equipamiento de pozo profundo Rincón Chico, en el municipio de Omitlán de Juárez"	"Omitlán de Juárez"	NA	"DGCCE"	"Considera los trabajos de preliminares, perforación de pozo en la localidad de Omitlán de Juárez municipio de Omitlán de Juárez"	TRUE
"65_Alfajayucan"	65	"Alfajayucan"	"Infraestructura Hídrica"	2025	"Perforación del Pozo Profundo en la localidad de San Francisco Sacachichilco, municipio de Alfajayucan, Hgo. (Terminación)."	"San Francisco Sacachichilco"	801	"CEAA"	"Movimiento, instalación y desmantelamiento del equipo de perforación, Equipo inactivo, trabajando excepto perforación, Desinfección de herramienta, análisis del agua, Fosas y lodos bentónicos, Ampliación de la perforación del pozo (12 1/4 a 18) en 300.00 m., Suministro y colocación de 39.00 m. de tubería de Acero lisa de 12 de diam. de 1/4 de esp.,  262 m. tubería de acero ranurada de 12  de diam. de 1/4 de esp., 40.00 m. de tubería lisa de acero de 20 de 1/4 de esp. para ademe,  engravado, Lavado y pistoneo, desarrollo y aforo, videograbación del pozo, base para equipo de bombeo."	TRUE
"650_Omitlán de Juárez"	650	"Omitlán de Juárez"	"Infraestructura Hídrica"	2023	"Rehabilitación de línea de conducción de sistema de agua potable Morelos - Rincón Chico en el municipio de Omitlan de Juárez, Hidalgo."	"Rincón Chico"	433	"CEAA"	"Considera los trabajos de instalación de tubería, rellenos con material producto de excavación, prueba de la tubería en la comunidad."	TRUE
"653_Pachuca de Soto"	653	"Pachuca de Soto"	"Infraestructura Carretera"	2023	"Construcción del Boulevard de acceso al Huixmi, en el municipio de Pachuca de Soto"	"El Huixmí"	3294	"DGCCE"	"Considera trabajos para la reconstrucción y/o conservación de Infraestructura Carretera en la localidad de El Huixmí municipio de Pachuca de Soto"	TRUE
"654_Pachuca de Soto"	654	"Pachuca de Soto"	"Espacios Públicos"	2022	"Mejoramiento del Módulo de Medidas Especiales"	"Los Encinos"	48	"DGOPI"	"Considera trabajos en infraestructura en Seguridad Pública en el municipio de Pachuca de Soto."	TRUE
"66_Almoloya"	66	"Almoloya"	"Espacios Públicos"	2023	"Construcción de barda perimetral y pavimento en el Mercado Municipal, de Almoloya."	"Almoloya"	4802	"DGIVC"	"Considera trabajos en infraestructura del Espacio Público en el municipio de Almoloya."	TRUE
"67_Almoloya"	67	"Almoloya"	"Infraestructura Carretera"	2024	"Construcción de pavimentación asfáltica de la carretera Rancho Viejo - Las Vigas, en el municipio de Almoloya"	"Las Vigas"	2864	"DGIVC"	"Considera los trabajos de capa subbase, riego de impregnación, suministro y aplicación de riego de liga con emulsión asfáltica"	TRUE
"68_Almoloya"	68	"Almoloya"	"Vialidades Urbanas"	2022	"Construcción de pavimentación hidráulica de calle Vicente Guerrero en la localidad de Tepepatlaxco, municipio de Almoloya"	"Tepepatlaxco (El Llano)"	671	"DGIVC"	"Considera los trabajos de preliminares, piso para pavimento de concreto hidráulico."	TRUE
"69_Apan"	69	"Apan"	"Espacios Públicos"	2024	"Construcción de caseta de control y barda perimetral SE maniobras, Acopinalco municipio de Apan."	"Acopinalco"	927	"DGEP"	"Considera trabajos en infraestructura del Espacio Público en la localidad Acopinalco municipio de Apan."	TRUE
"7_Acaxochitlán"	7	"Acaxochitlán"	"Vialidades Urbanas"	2023	"Pavimentación hidráulica, guarniciones, banquetas y muro de mampostería en Calle Manuel F. Soto en el municipio de Acaxochitlán"	"Acaxochitlán"	3908	"DGIVC"	"Considera los trabajos de preliminares, piso para pavimento de concreto hidráulico."	TRUE
"70_Apan"	70	"Apan"	"Espacios Públicos"	2023	"SEMEFO Apan"	"Apan"	28792	"DGOPI"	"Considera trabajos en infraestructura en Seguridad Pública en el municipio de Apan."	TRUE
"71_Apan"	71	"Apan"	"Espacios Públicos"	2023	"Pago de afectaciones por la construcción del acceso al Hospital regional de Apan"	"Apan"	NA	"DGAJ"	"Considera el pago de afectaciones."	TRUE
"72_Apan"	72	"Apan"	"Infraestructura Carretera"	2023	"Reconstrucción de la C.E. Apan - La Unión (Limites con el Estado de Tlaxcala)."	"Apan"	NA	"DGIVC"	"Considera trabajos para la reconstrucción y/o conservación de Infraestructura Carretera en la localidad de Apan municipio de Apan"	TRUE
"73_Apan"	73	"Apan"	"Infraestructura Carretera"	2023	"Reconstrucción de la carretera estatal Apan - La Unión"	"Apan"	NA	"DGIVC"	"Considera trabajos para la reconstrucción y/o conservación de Infraestructura Carretera en la localidad de Apan municipio de Apan"	TRUE
"74_Apan"	74	"Apan"	"Vialidades Urbanas"	2022	"Rehabilitación de la calle Jaime Nunó oriente del km 0+000 al km 0+766, en el municipio de Apan"	"Apan"	28792	"DGIVC"	"Considera los trabajos de preliminares, piso para pavimento de concreto hidráulico."	TRUE
"744_Pachuca de Soto"	744	"Pachuca de Soto"	"Infraestructura Carretera"	2023	"Reconstrucción asfáltica y rehabilitación del Río de las Avenidas en el municipio de Pachuca de Soto"	"Pachuca de Soto"	NA	"DGCCE"	"Considera trabajos para la reconstrucción y/o conservación de Infraestructura Carretera en la localidad de Pachuca de Soto municipio de Pachuca de Soto"	TRUE
"745_Pachuca de Soto"	745	"Pachuca de Soto"	"Infraestructura Carretera"	2023	"Rehabilitación de Carpeta Asfáltica en el Blvd. Everardo Márquez, en la Colonia Periodistas, en el Municipio de Pachuca"	"Pachuca de Soto"	NA	"DGCCE"	"Considera trabajos para la reconstrucción y/o conservación de Infraestructura Carretera en la localidad de Pachuca de Soto municipio de Pachuca de Soto"	TRUE
"746_Pachuca de Soto"	746	"Pachuca de Soto"	"Infraestructura Carretera"	2023	"Rehabilitación de pavimento asfáltico, Boulevard Nuevo Hidalgo tramo Blvd. Rojo Gómez - Blvd. Colosio"	"Pachuca de Soto"	NA	"DGIVC"	"Considera trabajos para la reconstrucción y/o conservación de Infraestructura Carretera en la localidad de Pachuca de Soto municipio de Pachuca de Soto"	TRUE
"747_Pachuca de Soto"	747	"Pachuca de Soto"	"Infraestructura Carretera"	2023	"Rehabilitación de pavimento asfáltico, Antigua Carretera México - Pachuca, colonia Santa Julia"	"Pachuca de Soto"	NA	"DGIVC"	"Considera trabajos para la reconstrucción y/o conservación de Infraestructura Carretera en la localidad de Pachuca de Soto municipio de Pachuca de Soto"	TRUE
"748_Pachuca de Soto"	748	"Pachuca de Soto"	"Vialidades Urbanas"	2023	"Pavimentación y construcción de drenaje sanitario de Avenida Principal en colonia Ampliación El Palmar; municipio de Pachuca de Soto."	"Pachuca de Soto"	NA	"DGIVC"	"Considera trabajos en la rehabilitación y/o mejoramiento de las vialidades urbanas en el muncipio de Pachuca de Soto"	TRUE
"749_Pachuca de Soto"	749	"Pachuca de Soto"	"Vialidades Urbanas"	2023	"Boulevard Minero (crucero semaforizado para acceso a Centro de Justicia); en el municipio de Pachuca de Soto"	"Pachuca de Soto"	NA	"DGCCE"	"Considera trabajos en la rehabilitación y/o mejoramiento de las vialidades urbanas en el muncipio de Pachuca de Soto"	TRUE
"75_Apan"	75	"Apan"	"Vialidades Urbanas"	2022	"Rehabilitación de avenida Morelos, entre Av. Reforma y Av. Zaragoza, colonia Centro, municipio de Apan"	"Apan"	NA	"DGIVC"	"Considera trabajos en la rehabilitación y/o mejoramiento de las vialidades urbanas en la localidad de Apan muncipio de Apan"	TRUE
"750_Pachuca de Soto"	750	"Pachuca de Soto"	"Vialidades Urbanas"	2023	"Rehabilitación de calle Principal, en la colonia San Cayetano; en el municipio de Pachuca de Soto."	"Pachuca de Soto"	NA	"DGOPI"	"Considera los trabajos de preliminares, piso para pavimento de concreto hidráulico."	TRUE
"751_Pachuca de Soto"	751	"Pachuca de Soto"	"Vialidades Urbanas"	2023	"Rehabilitación de Circuito 11 de Julio, colonia 11 de Julio; en el municipio de Pachuca de Soto."	"Pachuca de Soto"	NA	"DGOPI"	"Considera trabajos en la rehabilitación y/o mejoramiento de las vialidades urbanas en el muncipio de Pachuca de Soto"	TRUE
"752_Pachuca de Soto"	752	"Pachuca de Soto"	"Vialidades Urbanas"	2023	"Reconstrucción de carpeta asfáltica Av. Ayuntamiento y Prolongación Ayuntamiento, en fraccionamiento Colosio, en el municipio de Pachuca de Soto."	"Pachuca de Soto"	NA	"DGIVC"	"Se realizan los siguientes trabajos: trazo y nivelación de plazas, suministro y aplicación de carpeta asfáltica compactado,  en el municipio de Pachuca de Soto"	TRUE
"753_Pachuca de Soto"	753	"Pachuca de Soto"	"Vialidades Urbanas"	2023	"Reconstrucción de carpeta asfáltica Av. Piracantos (2 Cuerpos), en fraccionamiento Piracantos, en el municipio de Pachuca de Soto."	"Pachuca de Soto"	NA	"DGIVC"	"Se realizan los siguientes trabajos: trazo y nivelación de plazas, suministro y aplicación de carpeta asfáltica compactado,  en el municipio de Pachuca de Soto"	TRUE
"754_Pachuca de Soto"	754	"Pachuca de Soto"	"Vialidades Urbanas"	2023	"Pavimentación asfáltica en la localidad de San Miguel Cerezo;en el Municipio de Pachuca de Soto"	"Pachuca de Soto"	NA	"DGOPI"	"Considera los trabajos de capa subbase, riego de impregnación, suministro y aplicación de riego de liga con emulsión asfáltica"	TRUE
"755_Pachuca de Soto"	755	"Pachuca de Soto"	"Vialidades Urbanas"	2023	"Rehabilitación de acceso a fraccionamiento Bosques del Peñar en el municipio de Pachuca de Soto"	"Pachuca de Soto"	NA	"DGOPI"	"Considera trabajos en la rehabilitación y/o mejoramiento de las vialidades urbanas en el muncipio de Pachuca de Soto"	TRUE
"756_Pachuca de Soto"	756	"Pachuca de Soto"	"Vialidades Urbanas"	2023	"Rehabilitación de calle principal colonia Santa Julia; en el municipio de Pachuca de Soto"	"Pachuca de Soto"	NA	"DGOPI"	"Considera los trabajos de preliminares, piso para pavimento de concreto hidráulico."	TRUE
"757_Pachuca de Soto"	757	"Pachuca de Soto"	"Vialidades Urbanas"	2023	"Rehabilitación de carpeta asfáltica de 1.70 km de calle Plan de San Luis del km 0+000 al km. 1+700 en la col. 20 de Noviembre en el municipio de Pachuca de Soto"	"Pachuca de Soto"	NA	"DGIVC"	"Se realizan los siguientes trabajos: trazo y nivelación de plazas, suministro y aplicación de carpeta asfáltica compactado."	TRUE
"758_Pachuca de Soto"	758	"Pachuca de Soto"	"Vialidades Urbanas"	2023	"Rehabilitación de Av. Ayuntamiento en fraccionamiento Colosio; municipio de Pachuca de Soto"	"Pachuca de Soto"	NA	"DGIVC"	"Considera trabajos en la rehabilitación y/o mejoramiento de las vialidades urbanas en el muncipio de Pachuca de Soto"	TRUE
"759_Pachuca de Soto"	759	"Pachuca de Soto"	"Vialidades Urbanas"	2023	"Rehabilitación de calle principal, colonia Cubitos; en el municipio de Pachuca de Soto"	"Pachuca de Soto"	NA	"DGOPI"	"Considera los trabajos de preliminares, piso para pavimento de concreto hidráulico."	TRUE
"76_Apan"	76	"Apan"	"Espacios Públicos"	2024	"Rehabilitación de CGI de Apan"	"Apan"	28792	"DGOPI"	"Considera trabajos en infraestructura del Espacio Público en el municipio de Apan."	TRUE
"760_Pachuca de Soto"	760	"Pachuca de Soto"	"Vialidades Urbanas"	2023	"Reconstrucción de concreto hidráulico de calle Canarios y calle 24 de Febrero, San Antonio el Desmonte; en el municipio de Pachuca de Soto"	"Pachuca de Soto"	NA	"DGOPI"	"Considera los trabajos de preliminares, riego de impregnación, piso para pavimento de concreto hidráulico."	TRUE
"761_Pachuca de Soto"	761	"Pachuca de Soto"	"Vialidades Urbanas"	2023	"Rehabilitación de acceso principal a colonia Loma Bonita; municipio de Pachuca de Soto."	"Pachuca de Soto"	NA	"DGIVC"	"Considera trabajos en la rehabilitación y/o mejoramiento de las vialidades urbanas en el muncipio de Pachuca de Soto"	TRUE
"762_Pachuca de Soto"	762	"Pachuca de Soto"	"Vialidades Urbanas"	2023	"Rehabilitación de calle principal en la colonia Real Toledo; municipio de Pachuca de Soto."	"Pachuca de Soto"	NA	"DGIVC"	"Considera los trabajos de preliminares, piso para pavimento de concreto hidráulico."	TRUE
"763_Pachuca de Soto"	763	"Pachuca de Soto"	"Vialidades Urbanas"	2023	"Rehabilitación de Av. Federalismo, colonia El Palmar; en el municipio de Pachuca de Soto."	"Pachuca de Soto"	NA	"DGIVC"	"Considera trabajos en la rehabilitación y/o mejoramiento de las vialidades urbanas en el muncipio de Pachuca de Soto"	TRUE
"764_Pachuca de Soto"	764	"Pachuca de Soto"	"Vialidades Urbanas"	2023	"Rehabilitación de Av. Principal, en la colonia Plutarco Elías Calles; en el municipio de Pachuca de Soto."	"Pachuca de Soto"	NA	"DGIVC"	"Considera los trabajos de preliminares, piso para pavimento de concreto hidráulico."	TRUE
"765_Pachuca de Soto"	765	"Pachuca de Soto"	"Vialidades Urbanas"	2023	"Reconstrucción del Boulevard Centenario de la Revolución de 1910; en el municipio de Pachuca de Soto."	"Pachuca de Soto"	NA	"DGOPI"	"Considera trabajos en la rehabilitación y/o mejoramiento de las vialidades urbanas en el muncipio de Pachuca de Soto"	TRUE
"766_Pachuca de Soto"	766	"Pachuca de Soto"	"Vialidades Urbanas"	2023	"Reconstrucción de carpeta asfáltica en calle General Nicolás Flores del km. 0+000 al km. 0+600 en la colonia Juan C. Doria, municipio de Pachuca de Soto"	"Pachuca de Soto"	NA	"DGIVC"	"Se realizan los siguientes trabajos: trazo y nivelación de plazas, suministro y aplicación de carpeta asfáltica compactado."	TRUE
"767_Pachuca de Soto"	767	"Pachuca de Soto"	"Vialidades Urbanas"	2023	"Rehabilitación de calle principal, colonia El Arbolito; en el municipio de Pachuca de Soto."	"Pachuca de Soto"	NA	"DGOPI"	"Considera los trabajos de preliminares, piso para pavimento de concreto hidráulico."	TRUE
"768_Pachuca de Soto"	768	"Pachuca de Soto"	"Vialidades Urbanas"	2023	"Construcción de pavimento de concreto hidráulico en Calle Valle de Cerato, en el municipio de Pachuca."	"Pachuca de Soto"	NA	"DGCCE"	"Considera los trabajos de preliminares, riego de impregnación, piso para pavimento de concreto hidráulico."	TRUE
"769_Pachuca de Soto"	769	"Pachuca de Soto"	"Vialidades Urbanas"	2023	"Construcción de Pavimento de Concreto Hidráulico en Calle Alfonso Corona del Rosal, en el Municipio de Pachuca."	"Pachuca de Soto"	NA	"DGCCE"	"Considera los trabajos de preliminares, riego de impregnación, piso para pavimento de concreto hidráulico."	TRUE
"77_Apan"	77	"Apan"	"Espacios Públicos"	2024	"Obras complementarias para la operación de la línea de transmisión LT230KV., en el municipio de Apan."	"Apan"	NA	"DGEP"	"Considera trabajos en infraestructura eléctrica en el municipio de Apan."	TRUE
"770_Pachuca de Soto"	770	"Pachuca de Soto"	"Vialidades Urbanas"	2023	"Pavimentación hidráulica en la calle 9 en la Colonia Parque de Poblamiento, en el Municipio de Pachuca."	"Pachuca de Soto"	NA	"DGCCE"	"Considera los trabajos de preliminares, piso para pavimento de concreto hidráulico."	TRUE
"771_Pachuca de Soto"	771	"Pachuca de Soto"	"Vialidades Urbanas"	2023	"Construcción de pavimento de concreto hidráulico, banquetas y guarniciones en las Calles Campo de Tiro y Alfonso Corona del Rosal, en el Municipio de Pachuca."	"Pachuca de Soto"	NA	"DGCCE"	"Considera los trabajos de preliminares, riego de impregnación, piso para pavimento de concreto hidráulico."	TRUE
"772_Pachuca de Soto"	772	"Pachuca de Soto"	"Vialidades Urbanas"	2023	"Rehabilitación de Carpeta Asfáltica en la Calle Felipe Angeles, en la Colonia Periodistas, en el Municipio de Pachuca.."	"Pachuca de Soto"	NA	"DGCCE"	"Se realizan los siguientes trabajos: trazo y nivelación de plazas, suministro y aplicación de carpeta asfáltica compactado."	TRUE
"773_Pachuca de Soto"	773	"Pachuca de Soto"	"Vialidades Urbanas"	2023	"Pavimentación Hidráulica en la Calle 8 en la Colonia Parque de Poblamiento, en el Municipio de Pachuca."	"Pachuca de Soto"	NA	"DGOPI"	"Considera los trabajos de preliminares, piso para pavimento de concreto hidráulico."	TRUE
"774_Pachuca de Soto"	774	"Pachuca de Soto"	"Vialidades Urbanas"	2023	"Pavimentación Hidráulica en la Calle Andador 1-A Manzana M en el Fraccionamiento Plutarco Elías Calles, en el Municipio de Pachuca."	"Pachuca de Soto"	NA	"DGOPI"	"Considera los trabajos de preliminares, piso para pavimento de concreto hidráulico."	TRUE
"775_Pachuca de Soto"	775	"Pachuca de Soto"	"Vialidades Urbanas"	2023	"Rehabilitación de pavimento asfáltico, Av. Universidad - Entronque Blvd. Colosio"	"Pachuca de Soto"	NA	"DGOPI"	"Se realizan los siguientes trabajos: trazo y nivelación de plazas, suministro y aplicación de carpeta asfáltica compactado,  en el municipio de Pachuca de Soto"	TRUE
"776_Pachuca de Soto"	776	"Pachuca de Soto"	"Vialidades Urbanas"	2022	"Pavimentación hidráulica en calle Justo Sierra, colonia San Antonio el Desmonte, municipio de Pachuca de Soto"	"Pachuca de Soto"	NA	"DGIVC"	"Considera los trabajos de preliminares, piso para pavimento de concreto hidráulico."	TRUE
"777_Pachuca de Soto"	777	"Pachuca de Soto"	"Vialidades Urbanas"	2022	"Construcción de pavimentación de concreto asfáltico en calle Otilio Vargas del fraccionamiento Juan C. Doria, municipio de Pachuca de Soto"	"Pachuca de Soto"	NA	"DGIVC"	"Considera los trabajos de preliminares, piso para pavimento de concreto hidráulico."	TRUE
"778_Pachuca de Soto"	778	"Pachuca de Soto"	"Vialidades Urbanas"	2022	"Pavimentación hidráulica de calle Chapultepec, colonia ampliación San Antonio, municipio de Pachuca de Soto"	"Pachuca de Soto"	NA	"DGIVC"	"Considera los trabajos de preliminares, piso para pavimento de concreto hidráulico."	TRUE
"78_Apan"	78	"Apan"	"Infraestructura Carretera"	2025	"Terminación de la C.E. Chimalpa - Cárdenas - San Juan Ixtilmaco y obras complementarias, en el municipio de Apan"	"Apan"	NA	"SIPDUS"	NA	TRUE
"79_Apan"	79	"Apan"	"Infraestructura Carretera"	2025	"Construcción de pavimentación asfáltica en la C.E. Acopinalco - Apan (primera etapa), en el municipio de Apan"	"Apan"	NA	"SIPDUS"	NA	TRUE
"8_Acaxochitlán"	8	"Acaxochitlán"	"Infraestructura Carretera"	2025	"Reconstrucción de la C.E. San Pedro Tlachichilco - Honey, (Primera etapa) en el municipio de Acaxochitlán"	"Acaxochitlán"	NA	"SIPDUS"	NA	TRUE
"80_Apan"	80	"Apan"	"Infraestructura Hídrica"	2024	"Perforación exploratoria y terminación de pozo para uso público urbano, en la localidad de El Tigre, municipio de Apan, Hidalgo."	"El Tigre"	147	"CEAA"	"Considera los trabajos de preliminares, perforación de pozo en la localidad de El Tigre municipio de Apan El Tigre municipio de Apan"	TRUE
"81_Apan"	81	"Apan"	"Vialidades Urbanas"	2024	"Construcción de pavimentación de concreto hidráulico en acceso a la localidad La Laguna,municipio de Apan."	"La Laguna"	1740	"DGCCE"	"Considera los trabajos de preliminares, riego de impregnación, piso para pavimento de concreto hidráulico."	TRUE
"82_Apan"	82	"Apan"	"Infraestructura Carretera"	2023	"Reconstrucción de la C.E. Chimalpa -Cárdenas, en el municipio de Apan"	"Lázaro Cárdenas"	2957	"DGIVC"	"Considera trabajos para la reconstrucción y/o conservación de Infraestructura Carretera en la localidad de Lázaro Cárdenas municipio de Apan"	TRUE
"83_Apan"	83	"Apan"	"Infraestructura Carretera"	2023	"Rehabilitación de carretera de acceso a Malayerba; en el municipio de Apan"	"Malayerba"	484	"DGIVC"	"Considera trabajos para la reconstrucción y/o conservación de Infraestructura Carretera en la localidad de Malayerba municipio de Apan"	TRUE
"84_Apan"	84	"Apan"	"Infraestructura Carretera"	2024	"Construcción de cunetas y obras de drenaje para protección del acceso a Malayerba, municipio de Apan"	"Malayerba"	484	"DGIVC"	"Considera trabajos para la reconstrucción y/o conservación de Infraestructura Carretera en la localidad de Malayerba municipio de Apan"	TRUE
"85_Apan"	85	"Apan"	"Infraestructura Carretera"	2024	"Construcción de pavimentación asfáltica Acceso a Jiquilpan, en el municipio de Apan."	"San José Jiquilpan"	814	"DGIVC"	"Considera los trabajos de capa subbase, riego de impregnación, suministro y aplicación de riego de liga con emulsión asfáltica"	TRUE
"86_Apan"	86	"Apan"	"Infraestructura Carretera"	2023	"Reconstrucción de carpeta asfáltica de la C.E. Cárdenas - San Juan Ixtilmaco, en el municipio de Apan."	"San Juan Ixtilmaco"	4831	"DGIVC"	"Considera trabajos para la reconstrucción y/o conservación de Infraestructura Carretera en la localidad de San Juan Ixtilmaco municipio de Apan"	TRUE
"87_Atitalaquia"	87	"Atitalaquia"	"Infraestructura Carretera"	2025	"Modernización de carretera Tlaxcoapan - Apaxco (tramo El Tablón - Texas) con concreto hidráulico, municipio de Atitalaquia"	"Atitalaquia"	NA	"SIPDUS"	NA	TRUE
"88_Atitalaquia"	88	"Atitalaquia"	"Infraestructura Carretera"	2024	"Construcción de libramiento del Dendho a la carretera Tula - Jorobas, en el municipio de Atitalaquia."	"Cardonal"	12081	"DGCCE"	"Considera los trabajos de terracerías, formación de sub-base, construcción de base hidráulica, riego de impregnación, carpeta asfáltica, señalamiento horizontal, trabajos complementarios, guarniciones y banquetas."	TRUE
"89_Atitalaquia"	89	"Atitalaquia"	"Infraestructura Carretera"	2023	"Pavimentación asfáltica del libramiento Atitalaquia - Tlaxcoapan, municipio de Atitalaquia"	"Tlalminulpa"	21613	"DGIVC"	"Considera los trabajos de capa subbase, riego de impregnación, suministro y aplicación de riego de liga con emulsión asfáltica"	TRUE
"9_Acaxochitlán"	9	"Acaxochitlán"	"Infraestructura Hídrica"	2023	"Construcción de sanitario con biodigestor, en el municipio de Acaxochitlán"	"Apapaxtla El Grande (Altamira)"	32	"SIPDUS"	"Considera los trabajos instalación hidráulica, instalación eléctrica, instalación de biodigestor, acabados y albañilería, excavación de biodigestor."	TRUE
"90_Atitalaquia"	90	"Atitalaquia"	"Infraestructura Hídrica"	2023	"Ampliación de drenaje sanitario Villa Mil - La Alcantarilla, en la localidad de Tlamaco; en el municipio de Atitalaquia"	"Tlamaco (San Gerónimo Tlamaco)"	3885	"SIPDUS"	"Considera los trabajos de excavaciones y rellenos, descargas domiciliarias, pozos de visita, red de drenaje."	TRUE
"91_Atitalaquia"	91	"Atitalaquia"	"Vialidades Urbanas"	2022	"Pavimentación asfáltica de calle Felipe Ángeles, localidad de Tlamaco, municipio de Atitalaquia"	"Tlamaco (San Gerónimo Tlamaco)"	3885	"DGIVC"	"Considera los trabajos de capa subbase, riego de impregnación, suministro y aplicación de riego de liga con emulsión asfáltica"	TRUE
"92_Atitalaquia"	92	"Atitalaquia"	"Infraestructura Carretera"	2023	"Pavimentación asfáltica de la carretera Refinería - Bojay, en el municipio de Atitalaquia."	"Unidad Habitacional Antonio Osorio de León (Bojay)"	6924	"DGIVC"	"Considera los trabajos de capa subbase, riego de impregnación, suministro y aplicación de riego de liga con emulsión asfáltica"	TRUE
